site_name,image_date,image_product,class,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,NDSI,geometry
Gulkana,20210804,Landsat,4,0.212795,0.23089,0.268565,0.262405,0.26356,0.3070375,0.30547,1.1042625,-0.06683866,POINT (-145.3918631201803 63.29829195545877)
Gulkana,20210804,Landsat,4,0.18678,0.1980275,0.23089,0.2218425,0.219505,0.2521475,0.24915,1.088505,-0.04400797,POINT (-145.3931329299197 63.29901867604997)
Gulkana,20210804,Landsat,4,0.146905,0.2586925,0.36069,0.3948175,0.4255625,0.417065,0.401665,1.1089375,-0.072484266,POINT (-145.40477644902373 63.29875643546273)
Gulkana,20210804,Landsat,4,0.1649725,0.1989075,0.367785,0.3746875,0.389675,0.4940375,0.45969,1.0896325,-0.146494783,POINT (-145.39950428654456 63.297346228273774)
Gulkana,20210804,Landsat,4,0.1337875,0.17787,0.2619375,0.2613875,0.3288175,0.4571875,0.424105,1.1219175,-0.271510516,POINT (-145.39490363824444 63.296631218552726)
Gulkana,20210804,Landsat,4,0.246015,0.291445,0.41118,0.4117575,0.428725,0.498025,0.4844675,1.1221925,-0.095517513,POINT (-145.39078443565276 63.297076072199125)
Gulkana,20210804,Landsat,4,nan,nan,0.1468775,0.1106325,0.1649175,0.23551,0.2465925,1.08647,-0.231787127,POINT (-145.39073630487349 63.2989179374946)
Gulkana,20210804,Landsat,4,nan,0.008965,0.156585,0.134145,0.1791075,0.3095125,0.3116575,1.103465,-0.328101953,POINT (-145.38650692137708 63.29742075355861)
Gulkana,20210804,Landsat,4,0.0502975,0.0958925,0.219395,0.189585,0.2352625,0.32065,0.3227675,1.0870475,-0.187493635,POINT (-145.37613735392435 63.294453366029266)
Gulkana,20210804,Landsat,4,0.2369125,0.2354825,0.253165,0.232595,0.216095,0.231165,0.234245,1.061005,0.045423575,POINT (-145.37788654861956 63.29538221408151)
Gulkana,20210804,Landsat,4,0.089705,0.11946,0.1829575,0.15928,0.1832875,0.2414775,0.255255,1.08251,-0.137877414,POINT (-145.3768161817756 63.29694222154203)
Gulkana,20210804,Landsat,4,0.255035,0.292215,0.3551075,0.3663825,0.3723225,0.46684,0.444015,1.17326,-0.135936298,POINT (-145.4629919397117 63.273236199561744)
Gulkana,20210804,Landsat,4,0.26213,0.288145,0.340175,0.3537875,0.3584075,0.4305675,0.406285,1.17293,-0.117279766,POINT (-145.45989731422858 63.271671686991326)
Gulkana,20210804,Landsat,4,0.260315,0.2865775,0.3296975,0.3369025,0.3503225,0.44506,0.4263325,1.18437,-0.14890143,POINT (-145.45679769287472 63.27020690331739)
Gulkana,20210804,Landsat,4,0.24618,0.265265,0.3125375,0.3306325,0.339295,0.411455,0.380765,1.18349,-0.136627797,POINT (-145.45640450498428 63.272033286175756)
Gulkana,20210804,Landsat,4,0.136565,0.1634875,0.21362,0.2102925,0.2262975,0.2452725,0.24376,1.1136675,-0.068975849,POINT (-145.4564597997071 63.2737646757784)
Gulkana,20210804,Landsat,4,0.2447225,0.3118225,0.383405,0.409805,0.4268825,0.4979425,0.4581775,1.1263175,-0.129957253,POINT (-145.45956042679197 63.273831529549334)
Gulkana,20210804,Landsat,4,0.2782175,0.3152875,0.3823325,0.3975125,0.4027375,0.49346,0.4702225,1.1704,-0.126887933,POINT (-145.46184853072324 63.273889543051666)
Gulkana,20210804,Landsat,4,0.235235,0.25366,0.294525,0.2987875,0.30745,0.37521,0.3592875,1.1792,-0.120473023,POINT (-145.4575515148061 63.27131345598672)
Gulkana,20210804,Landsat,4,0.22891,0.24684,0.2787125,0.2811325,0.2919125,0.3577475,0.346665,1.2052975,-0.124179053,POINT (-145.4540115631856 63.27117521892381)
Gulkana,20210804,Landsat,4,0.2480775,0.275825,0.332475,0.3404225,0.3464725,0.4318325,0.413875,1.205985,-0.129996762,POINT (-145.45142825302545 63.271113867950355)
Gulkana,20210804,Landsat,4,0.28864,0.32351,0.3751275,0.3820575,0.4058725,0.5099875,0.4909025,1.19999,-0.152364382,POINT (-145.4493209009009 63.27182319681149)
Gulkana,20210804,Landsat,4,0.2743125,0.2992825,0.35519,0.3674,0.373725,0.495715,0.46607,1.199825,-0.165147696,POINT (-145.4485519155699 63.272380658445485)
Gulkana,20210804,Landsat,4,0.2519275,0.277475,0.32296,0.3278275,0.3556025,0.45826,0.4465175,1.183655,-0.173190651,POINT (-145.45460867931752 63.27244650878183)
Gulkana,20210804,Landsat,4,0.293315,0.3282125,0.3727625,0.38302,0.3965225,0.484935,0.4708825,1.21451,-0.130783289,POINT (-145.44616275879594 63.2714559298455)
Gulkana,20210804,Landsat,4,0.24629,0.280555,0.3443825,0.3411375,0.3443275,0.40513,0.3973475,1.2032075,-0.081049349,POINT (-145.44351633607542 63.27119403945506)
Gulkana,20210804,Landsat,4,0.272635,0.3013175,0.34749,0.350405,0.3606075,0.41536,0.403865,1.2021075,-0.088968998,POINT (-145.44102665542147 63.270767392472344)
Gulkana,20210804,Landsat,4,0.2419725,0.28116,0.3396525,0.3376175,0.3557675,0.4403025,0.4352425,1.1872575,-0.129045906,POINT (-145.44317070160847 63.27212222917333)
Gulkana,20210804,Landsat,4,0.2305875,0.2580875,0.30602,0.3160025,0.35222,0.488235,0.4503675,1.19152,-0.229416245,POINT (-145.44617936218816 63.27252121592686)
Gulkana,20210804,Landsat,4,0.291005,0.3157,0.3650075,0.368005,0.3857425,0.510785,0.487575,1.1842875,-0.166452099,POINT (-145.43700222332 63.28068221106981)
Gulkana,20210804,Landsat,4,0.2750275,0.29865,0.34848,0.3457575,0.3575275,0.46552,0.4498725,1.1714175,-0.143783784,POINT (-145.4384752266674 63.280931150040786)
Gulkana,20210804,Landsat,4,0.291445,0.3182575,0.368225,0.364595,0.3670975,0.44363,0.4228125,1.12222,-0.092879886,POINT (-145.4398995481464 63.282081579569684)
Gulkana,20210804,Landsat,4,0.2966425,0.3348675,0.3909125,0.3947075,0.387585,0.4530625,0.4522375,1.120405,-0.073639622,POINT (-145.44162788663868 63.28239147720051)
Gulkana,20210804,Landsat,4,0.288475,0.3179275,0.36773,0.3920675,0.368335,0.4478375,0.4317225,1.1224675,-0.098223016,POINT (-145.44341301891856 63.28284746414081)
Gulkana,20210804,Landsat,4,0.2805275,0.3140225,0.379005,0.38379,0.373505,0.4515775,0.4366175,1.143395,-0.087375426,POINT (-145.44605987702852 63.282905458711916)
Gulkana,20210804,Landsat,4,0.264385,0.2982925,0.3479025,0.349415,0.3466925,0.384175,0.372515,1.1563475,-0.04954735,POINT (-145.44520251498076 63.2820231643046)
Gulkana,20210804,Landsat,4,0.23914,0.25674,0.29744,0.293095,0.3104475,0.432905,0.426855,1.1705925,-0.185480834,POINT (-145.44518959669549 63.28106278950865)
Gulkana,20210804,Landsat,4,0.2669425,0.294855,0.34804,0.3582425,0.3941575,0.55506,0.524095,1.1984775,-0.229232643,POINT (-145.44355567191374 63.28020110410345)
Gulkana,20210804,Landsat,4,0.2743675,0.3223,0.39578,0.40073,0.399795,0.4957425,0.4873,1.1902825,-0.112125605,POINT (-145.44150763744858 63.27982953542988)
Gulkana,20210804,Landsat,4,0.29139,0.3168275,0.366905,0.374825,0.37136,0.4572975,0.4466275,1.177715,-0.109672684,POINT (-145.4442266375025 63.279742865611155)
Gulkana,20210804,Landsat,4,0.2708475,0.28798,0.33132,0.3293125,0.337095,0.4193475,0.4091175,1.1869275,-0.117265634,POINT (-145.4458887289741 63.280081086845605)
Gulkana,20210804,Landsat,4,0.3040125,0.3331075,0.3828,0.38247,0.371965,0.4564175,0.44484,1.161215,-0.087721598,POINT (-145.44713673207386 63.28090944059752)
Gulkana,20210804,Landsat,4,0.28325,0.31471,0.37807,0.3784825,0.371745,0.4677475,0.44979,1.15346,-0.106024645,POINT (-145.4478081570018 63.28164420756191)
Gulkana,20210804,Landsat,4,0.2881725,0.31669,0.39523,0.3730375,0.3806,0.4496525,0.43637,1.1724625,-0.064414282,POINT (-145.44103039630554 63.2802898817439)
Gulkana,20210804,Landsat,4,0.2508,0.2766225,0.3243625,0.326205,0.35145,0.4862275,0.470085,1.176725,-0.199687882,POINT (-145.44359831782913 63.28060894222155)
Gulkana,20210804,Landsat,4,0.192445,0.2225025,0.286605,0.284405,0.307835,0.408155,0.390885,1.13498,-0.174952502,POINT (-145.44829208306248 63.282260536945884)
Gulkana,20210804,Landsat,4,0.29491,0.315535,0.3628075,0.3624775,0.3657225,0.4467925,0.43725,1.1787875,-0.103736413,POINT (-145.43813644122554 63.280025396185216)
Gulkana,20210804,Landsat,4,0.2300375,0.2463725,0.2887225,0.273185,0.296725,0.3978425,0.4055425,1.150215,-0.158936153,POINT (-145.43431465087318 63.28018712753566)
Gulkana,20210804,Landsat,4,0.2446675,0.2882275,0.3619,0.3654475,0.379115,0.467445,0.4513025,1.1654225,-0.127263081,POINT (-145.43489441271583 63.27902957523371)
Gulkana,20210804,Landsat,4,0.2403225,0.2690325,0.32197,0.330165,0.359205,0.506935,0.487355,1.19339,-0.223143786,POINT (-145.43025365589773 63.278803920295594)
Gulkana,20210804,Landsat,4,0.246015,0.27742,0.33385,0.3250225,0.32549,0.37587,0.3707,1.152195,-0.059206448,POINT (-145.42935761941115 63.27745552863775)
Gulkana,20210804,Landsat,4,0.222255,0.263175,0.3199075,0.3197975,0.3304675,0.39908,0.39347,1.19559,-0.110116657,POINT (-145.42700095053533 63.27801148558334)
Gulkana,20210804,Landsat,4,0.0583825,0.12793,0.27522,0.2556675,0.28732,0.3619825,0.35981,1.1658625,-0.136161581,POINT (-145.4259121246658 63.279017892977485)
Gulkana,20210804,Landsat,4,0.152405,0.1854875,0.251295,0.2387825,0.2501675,0.32032,0.320045,1.1372075,-0.120754354,POINT (-145.429607542726 63.279989821891384)
Gulkana,20210804,Landsat,4,0.143385,0.209825,0.3177625,0.301345,0.3237025,0.39798,0.38775,1.139105,-0.112075921,POINT (-145.42769646718827 63.28066709602744)
Gulkana,20210804,Landsat,4,0.229405,0.269885,0.32967,0.3332175,0.337095,0.386815,0.38071,1.1820875,-0.079757427,POINT (-145.43930911151003 63.269260507466846)
Gulkana,20210804,Landsat,4,0.1205325,0.19404,0.3052225,0.309705,0.299145,0.2303125,0.227205,1.0950225,0.139878813,POINT (-145.43726270759296 63.26905987087082)
Gulkana,20210804,Landsat,4,0.2481875,0.2855875,0.34353,0.3516425,0.35244,0.4110425,0.3922875,1.2177825,-0.089471191,POINT (-145.4393069974171 63.26783492736467)
Gulkana,20210804,Landsat,4,0.2476925,0.28028,0.33319,0.3284325,0.329725,0.36685,0.3533475,1.19636,-0.048082967,POINT (-145.43704466716324 63.267239891634176)
Gulkana,20210804,Landsat,4,0.2474725,0.282205,0.339515,0.3449875,0.345895,0.40315,0.391215,1.2285625,-0.085684663,POINT (-145.44018042809827 63.266312023626874)
Gulkana,20210804,Landsat,4,0.22924,0.268895,0.3275525,0.3251875,0.338635,0.3769425,0.3607725,1.217315,-0.070106956,POINT (-145.43834241703055 63.26518707080204)
Gulkana,20210804,Landsat,4,0.2453275,0.2774475,0.3304125,0.3348125,0.3441625,0.3984475,0.377025,1.2277925,-0.093344401,POINT (-145.44035754924525 63.26449637840723)
Gulkana,20210804,Landsat,4,0.2508825,0.2874575,0.3402025,0.34199,0.3601125,0.4006475,0.382855,1.227215,-0.081588716,POINT (-145.43889571582673 63.26373194108818)
Gulkana,20210804,Landsat,4,0.245025,0.2784925,0.332255,0.336105,0.366575,0.421685,0.3899775,1.2318625,-0.118616866,POINT (-145.4416222863606 63.26304903001107)
Gulkana,20210804,Landsat,4,0.2392225,0.273295,0.3305225,0.3295875,0.35365,0.395065,0.372625,1.22309,-0.088952056,POINT (-145.43958207494245 63.26274157405654)
Gulkana,20210804,Landsat,4,0.23892,0.2751375,0.3323925,0.3375625,0.37334,0.4315575,0.396935,1.2348325,-0.129805616,POINT (-145.44269807185827 63.262169827298685)
Gulkana,20210804,Landsat,4,0.252395,0.2886125,0.340835,0.34111,0.3489475,0.4042225,0.39512,1.234035,-0.085077326,POINT (-145.4395047331861 63.2612438904451)
Gulkana,20210804,Landsat,4,0.2509925,0.28039,0.3355275,0.3381125,0.40909,0.4412375,0.395725,1.2429175,-0.136090066,POINT (-145.4434633195558 63.26118030556372)
Gulkana,20210804,Landsat,4,0.2419725,0.2774475,0.331595,0.332585,0.3463075,0.3879425,0.37972,1.2374725,-0.07831072,POINT (-145.4422329737425 63.26052534885732)
Gulkana,20210804,Landsat,4,0.255805,0.2871275,0.3360225,0.3397075,0.36916,0.45584,0.423335,1.254825,-0.151310991,POINT (-145.44736770910214 63.260652714324735)
Gulkana,20210804,Landsat,4,0.275825,0.3162225,0.3762,0.3827725,0.4016375,0.460955,0.44869,1.2427525,-0.101241706,POINT (-145.44449059648142 63.25973033720181)
Gulkana,20210804,Landsat,4,0.279235,0.313335,0.372295,0.375155,0.3993275,0.48312,0.452485,1.2486375,-0.129556999,POINT (-145.44797082612033 63.25973267935455)
Gulkana,20210804,Landsat,4,0.2554475,0.2833875,0.3308525,0.3347575,0.38148,0.43879,0.3959175,1.2376925,-0.140243685,POINT (-145.44846933863047 63.25781361348517)
Gulkana,20210804,Landsat,4,0.2885575,0.3194125,0.35959,0.368665,0.3848625,0.4534475,0.436645,1.248115,-0.115440555,POINT (-145.45082704968712 63.26104678522367)
Gulkana,20210804,Landsat,4,0.2531925,0.269665,0.3095125,0.31658,0.34155,0.457215,0.42108,1.2430825,-0.192640149,POINT (-145.450274404302 63.26250196361794)
Gulkana,20210804,Landsat,4,0.290125,0.3221075,0.3711675,0.3826625,0.40766,0.531905,0.498685,1.2487475,-0.177989586,POINT (-145.44878822700437 63.26366186221158)
Gulkana,20210804,Landsat,4,0.288695,0.3201825,0.37103,0.3873375,0.401775,0.490985,0.46607,1.2549075,-0.139156511,POINT (-145.44803457224867 63.2644377045275)
Gulkana,20210804,Landsat,4,0.2812425,0.3091825,0.3472975,0.35904,0.37136,0.50886,0.488565,1.250645,-0.188706517,POINT (-145.44676626452716 63.265956346274265)
Gulkana,20210804,Landsat,4,0.2747525,0.3118775,0.3567575,0.366575,0.387585,0.5124075,0.48334,1.248005,-0.179079922,POINT (-145.44537417179464 63.2668321265352)
Gulkana,20210804,Landsat,4,0.2702975,0.3051125,0.36498,0.374,0.3802975,0.47828,0.45859,1.242285,-0.13435951,POINT (-145.44385262155626 63.26717189590076)
Gulkana,20210804,Landsat,4,0.261195,0.288145,0.3382225,0.345785,0.3653375,0.4602675,0.4295775,1.232055,-0.152844744,POINT (-145.44393702349083 63.265604707199465)
Gulkana,20210804,Landsat,4,0.2672725,0.28787,0.3097325,0.3120425,0.3342075,0.482625,0.4535025,1.2409925,-0.218200118,POINT (-145.4454100824166 63.264694186086274)
Gulkana,20210804,Landsat,4,0.277035,0.29887,0.33187,0.33792,0.36025,0.4432175,0.41701,1.23046,-0.143657974,POINT (-145.4457066720253 63.26359261859953)
Gulkana,20210804,Landsat,4,0.268125,0.2982925,0.3414125,0.355025,0.3673175,0.4387625,0.4149475,1.23442,-0.124779697,POINT (-145.44741484060293 63.262720282975096)
Gulkana,20210804,Landsat,4,0.2808025,0.3086325,0.36146,0.3839275,0.417065,0.5188425,0.4785275,1.2600775,-0.178782294,POINT (-145.44845541699993 63.26544017859492)
Gulkana,20210804,Landsat,4,0.299365,0.3317875,0.3904175,0.4047725,0.4223725,0.5326475,0.5033875,1.2483625,-0.15408449,POINT (-145.44823033191102 63.2666850854437)
Gulkana,20210804,Landsat,4,0.273075,0.2928475,0.3347575,0.3387175,0.3780975,0.5158175,0.4740725,1.2387375,-0.212867766,POINT (-145.44733183319283 63.267209874098654)
Gulkana,20210804,Landsat,4,0.2494525,0.27258,0.301015,0.3190275,0.3192475,0.3827725,0.3684175,1.2255375,-0.119565655,POINT (-145.44514510869362 63.268148263752806)
Gulkana,20210804,Landsat,4,0.2670525,0.2948825,0.3412475,0.3505425,0.380105,0.484495,0.45903,1.22034,-0.173477204,POINT (-145.44361005499414 63.26873735577359)
Gulkana,20210804,Landsat,4,0.2331175,0.2529725,0.29381,0.288145,0.3170475,0.4394775,0.4108225,1.20659,-0.198649916,POINT (-145.4432284918501 63.26994490699178)
Gulkana,20210804,Landsat,4,0.25289,0.284405,0.34408,0.357995,0.3676475,0.4616975,0.43571,1.2242725,-0.145967714,POINT (-145.44164081271333 63.268573264230234)
Gulkana,20210804,Landsat,4,0.2625425,0.290455,0.3401475,0.34793,0.3603875,0.45155,0.4272125,1.239535,-0.140713467,POINT (-145.44188732592883 63.26693657219347)
Gulkana,20210804,Landsat,4,0.2154625,0.2281675,0.251735,0.25487,0.256135,0.308055,0.28952,1.1815925,-0.100609157,POINT (-145.44969710000476 63.26883939112352)
Gulkana,20210804,Landsat,4,0.1986875,0.2156275,0.23111,0.2303675,0.236775,0.25091,0.2570425,1.17238,-0.041077134,POINT (-145.4518035683529 63.26939688939317)
Gulkana,20210804,Landsat,4,0.2886675,0.3180375,0.3749625,0.38808,0.40502,0.5139475,0.4899125,1.22364,-0.156354412,POINT (-145.45211713931658 63.26797474626927)
Gulkana,20210804,Landsat,4,0.298375,0.3312375,0.3884375,0.4106025,0.428175,0.5435375,0.5115825,1.24872,-0.166420773,POINT (-145.45146273170346 63.26689846737135)
Gulkana,20210804,Landsat,4,0.2682075,0.29073,0.32571,0.337315,0.3683625,0.531685,0.4998675,1.254495,-0.240233498,POINT (-145.45113992412257 63.2655406816258)
Gulkana,20210804,Landsat,4,0.27225,0.2996125,0.3468575,0.360525,0.3790875,0.4576,0.4405775,1.255265,-0.137661095,POINT (-145.4512315608486 63.26383101491501)
Gulkana,20210804,Landsat,4,0.2735425,0.2979625,0.3380575,0.3533475,0.3826625,0.4828725,0.4476725,1.25356,-0.176403591,POINT (-145.45228334297337 63.26191795508273)
Gulkana,20210804,Landsat,4,0.249645,0.2838275,0.32879,0.3347025,0.3752925,0.4214375,0.3958075,1.25356,-0.123492541,POINT (-145.4548036522396 63.25916550226417)
Gulkana,20210804,Landsat,4,0.287815,0.3177625,0.369325,0.3648975,0.3877225,0.456115,0.4405775,1.25268,-0.105143923,POINT (-145.45790186309836 63.25891398402897)
Gulkana,20210804,Landsat,4,0.283745,0.3144625,0.367345,0.381865,0.4013075,0.4818275,0.47553,1.25433,-0.134816542,POINT (-145.4651745598907 63.25899257288225)
Gulkana,20210804,Landsat,4,0.2642475,0.2892725,0.3275525,0.3391025,0.3515875,0.43406,0.43395,1.2596375,-0.139844737,POINT (-145.46608192979468 63.25828957780041)
Gulkana,20210804,Landsat,4,0.26917,0.293425,0.3419625,0.3590675,0.3657225,0.4433275,0.440495,1.2321375,-0.129079703,POINT (-145.4684796202846 63.25931327391054)
Gulkana,20210804,Landsat,4,0.2797575,0.2958175,0.34837,0.3492775,0.398805,0.469425,0.4335925,1.2038675,-0.148026095,POINT (-145.4885497678993 63.25722354457776)
Gulkana,20210804,Landsat,4,0.2532475,0.285285,0.3323375,0.3370675,0.3694075,0.4446475,0.41371,1.1659175,-0.144545905,POINT (-145.48846615107243 63.26019264438717)
Gulkana,20210804,Landsat,4,0.2677125,0.283745,0.31636,0.3202375,0.343365,0.43153,0.40535,1.186625,-0.153993234,POINT (-145.4887179179806 63.26222911204933)
Gulkana,20210804,Landsat,4,0.2692525,0.2913075,0.327305,0.3305225,0.3585175,0.43824,0.4067525,1.207635,-0.144909835,POINT (-145.4896598390021 63.263401274606224)
Gulkana,20210804,Landsat,4,0.1304325,0.1442925,0.2194225,0.232375,0.2074325,0.2302575,0.2437325,1.0149975,-0.024094912,POINT (-145.40691176063038 63.28291130674767)
Gulkana,20210804,Landsat,4,0.07381,0.0707575,0.13376,0.204325,0.1893375,0.2453825,0.2575925,1.03081,-0.294407775,POINT (-145.40708724888722 63.28194897254328)
Gulkana,20210804,Landsat,4,0.0185075,0.0429275,0.11913,0.147455,0.176715,0.2488475,0.2630925,1.0350725,-0.35251476,POINT (-145.40723650083098 63.28035266402002)
Gulkana,20210804,Landsat,4,0.031515,0.047025,0.14938,0.17402,0.1952775,0.2610575,0.261525,1.038345,-0.272093802,POINT (-145.40741499857742 63.27933526028294)
Gulkana,20210804,Landsat,4,0.0822525,0.109945,0.19173,0.20823,0.2057275,0.23738,0.2478025,1.031525,-0.106382979,POINT (-145.4073089888921 63.27792895652617)
Gulkana,20210804,Landsat,4,0.0334675,0.0478225,0.137885,0.1524875,0.185075,0.2484625,0.25894,1.03664,-0.286212542,POINT (-145.4069565486242 63.2798811606928)
Gulkana,20210804,Landsat,4,0.0425425,0.067925,0.132165,0.1533675,0.1793275,0.255915,0.2660075,1.0328175,-0.318877551,POINT (-145.40768128841955 63.28005457201618)
Gulkana,20210804,Landsat,4,0.226435,0.252285,0.28798,0.2870725,0.2913075,0.34397,0.337865,1.1646525,-0.088598782,POINT (-145.3959258911956 63.281272699769346)
Gulkana,20210804,Landsat,4,0.2386175,0.266915,0.31152,0.31086,0.315865,0.3864025,0.3776575,1.170675,-0.107293432,POINT (-145.3979303159425 63.281543219390976)
Gulkana,20210804,Landsat,4,0.18326,0.220495,0.281325,0.280445,0.2881175,0.3548875,0.3517525,1.1701525,-0.115625675,POINT (-145.40019771738739 63.281486047407725)
Gulkana,20210804,Landsat,4,0.21252,0.2346575,0.2637525,0.26004,0.270105,0.306515,0.3024175,1.1462825,-0.074986739,POINT (-145.39676526412842 63.28048315800932)
Gulkana,20210804,Landsat,4,0.0955075,0.13816,0.21868,0.212245,0.24288,0.3017025,0.2972475,1.1332475,-0.159541299,POINT (-145.39909221285913 63.28045422588874)
Gulkana,20210804,Landsat,4,0.1733875,0.202675,0.25487,0.249315,0.2669425,0.3245,0.321365,1.1407825,-0.120182267,POINT (-145.3934414473782 63.2808314300214)
Gulkana,20210804,Landsat,4,0.24266,0.2695825,0.3166625,0.320815,0.335005,0.40601,0.37807,1.1680625,-0.123634842,POINT (-145.39502837476573 63.282006478956674)
Gulkana,20210804,Landsat,4,0.2294875,0.253605,0.292655,0.2921875,0.296395,0.3641,0.35629,1.16754,-0.108784859,POINT (-145.39839055676822 63.28207187137568)
Gulkana,20210804,Landsat,4,0.1089825,0.14696,0.2492325,0.24607,0.2717275,0.3735875,0.37422,1.1225775,-0.19966443,POINT (-145.38853737777862 63.27564194839166)
Gulkana,20210804,Landsat,4,0.2341075,0.2552825,0.2988425,0.2934525,0.3058,0.37653,0.3684175,1.1346225,-0.115029114,POINT (-145.39021430969868 63.27539656469776)
Gulkana,20210804,Landsat,4,0.2189,0.2468125,0.298815,0.295515,0.313335,0.4003175,0.38698,1.13377,-0.145183495,POINT (-145.39174945382152 63.275061444922684)
Gulkana,20210804,Landsat,4,0.229405,0.2552,0.2934525,0.2937825,0.31064,0.3894,0.3793075,1.138335,-0.140509847,POINT (-145.39358033328267 63.2746855870142)
Gulkana,20210804,Landsat,4,nan,0.0108075,0.207295,0.22572,0.2924075,0.413765,0.3933325,1.12871,-0.332447751,POINT (-145.39103420003866 63.27648524537775)
Gulkana,20210804,Landsat,4,0.24893,0.27456,0.3085775,0.3199075,0.3369575,0.4216025,0.4040025,1.1414425,-0.1547906,POINT (-145.39290059314698 63.27635211440921)
Gulkana,20210804,Landsat,4,0.2415875,0.2741475,0.3250775,0.336985,0.35739,0.416955,0.4007575,1.1521125,-0.123818701,POINT (-145.39438686826534 63.2760164146621)
Gulkana,20210804,Landsat,4,0.23958,0.2694725,0.315425,0.3134725,0.32175,0.3942125,0.37895,1.1622875,-0.111024995,POINT (-145.39660521686858 63.275710971736174)
Gulkana,20210804,Landsat,4,0.225885,0.249865,0.2866875,0.28358,0.288255,0.340835,0.32835,1.1511775,-0.086287743,POINT (-145.39819773943938 63.275222226862105)
Gulkana,20210804,Landsat,4,0.2151325,0.2441175,0.29172,0.2919125,0.30118,0.3417425,0.33484,1.1514525,-0.07896679,POINT (-145.39934778393533 63.27477255020653)
Gulkana,20210804,Landsat,4,0.2194225,0.2449425,0.2910875,0.2927375,0.3006575,0.3400375,0.3349775,1.144825,-0.077559913,POINT (-145.40117611024618 63.27444062460169)
Gulkana,20210804,Landsat,4,0.1662375,0.20636,0.271205,0.2702425,0.2882825,0.33099,0.32846,1.1434225,-0.099278473,POINT (-145.40328067360286 63.27442017664918)
Gulkana,20210804,Landsat,4,0.221595,0.24684,0.2849825,0.2801425,0.29139,0.3419075,0.333795,1.146475,-0.090805404,POINT (-145.40352589733087 63.2726385903879)
Gulkana,20210804,Landsat,4,0.25289,0.2710675,0.3212275,0.31504,0.31746,0.3377825,0.33693,1.13047,-0.025121015,POINT (-145.40059531769992 63.27256165143094)
Gulkana,20210804,Landsat,4,0.234795,0.2568225,0.289465,0.2899875,0.29062,0.32373,0.3195225,1.12464,-0.055879451,POINT (-145.39823914642957 63.272711402191106)
Gulkana,20210804,Landsat,4,0.215655,0.2423025,0.28721,0.2850925,0.2944425,0.3483425,0.3458675,1.1431475,-0.096187962,POINT (-145.39655388300372 63.27311098691738)
Gulkana,20210804,Landsat,4,0.2636425,0.2995575,0.3293675,0.3343725,0.339845,0.3629725,0.3519725,1.1390775,-0.04853829,POINT (-145.39502129815332 63.27428328364695)
Gulkana,20210804,Landsat,4,0.2261325,0.25311,0.2957075,0.294635,0.3078625,0.354145,0.347215,1.14697,-0.089924252,POINT (-145.39703174590366 63.274195780875324)
Gulkana,20210804,Landsat,4,0.2308625,0.2552,0.29601,0.2971925,0.3066525,0.35376,0.3470775,1.1551375,-0.088877603,POINT (-145.39899939718208 63.27399762445944)
Gulkana,20210804,Landsat,4,0.2283875,0.25927,0.30514,0.3054425,0.31515,0.35431,0.3483425,1.1525525,-0.074562135,POINT (-145.39764039723067 63.27468726493073)
Gulkana,20210804,Landsat,4,0.227205,0.25113,0.2871275,0.283965,0.29502,0.35871,0.3458675,1.1501875,-0.110836704,POINT (-145.39872086024027 63.27549245541002)
Gulkana,20210804,Landsat,4,0.2155175,0.2424675,0.28435,0.27973,0.289795,0.36333,0.34276,1.1391325,-0.121942935,POINT (-145.39947135511852 63.276073641091486)
Gulkana,20210804,Landsat,4,0.1965425,0.2259125,0.260975,0.264935,0.285065,0.3654475,0.3614325,1.1374825,-0.166776417,POINT (-145.39979040517017 63.27649577405002)
Gulkana,20210804,Landsat,4,0.0833525,0.14058,0.2319625,0.2309725,0.2612225,0.3402025,0.3309075,1.128875,-0.189176199,POINT (-145.40371843917112 63.275350294396866)
Gulkana,20210804,Landsat,4,0.1010075,0.1510575,0.241725,0.2378475,0.264385,0.32406,0.3146,1.121285,-0.145523476,POINT (-145.40139539726792 63.277549152059876)
Gulkana,20210804,Landsat,4,0.12914,0.1654125,0.2470325,0.239415,0.2567675,0.2976875,0.2932875,1.12255,-0.09299273,POINT (-145.39866233426346 63.27743033645566)
Gulkana,20210804,Landsat,4,0.131505,0.16599,0.2343,0.23276,0.249975,0.286715,0.2842125,1.1103125,-0.10060171,POINT (-145.39637542954785 63.27720634771221)
Gulkana,20210804,Landsat,4,0.024475,0.0787325,0.187825,0.1777875,0.216535,0.26664,0.26653,1.10198,-0.173423696,POINT (-145.39486714337315 63.277057185193634)
Gulkana,20210804,Landsat,4,0.2764025,0.304315,0.3585725,0.3636325,0.37796,0.42889,0.4100525,1.1512325,-0.089296316,POINT (-145.39340908493668 63.27600538877747)
Gulkana,20210804,Landsat,4,0.2193675,0.23914,0.2678775,0.2591875,0.271865,0.334565,0.329285,1.1336325,-0.110695212,POINT (-145.39632043382267 63.276434718186856)
Gulkana,20210804,Landsat,4,0.186725,0.2056175,0.25883,0.25432,0.2643025,0.3410825,0.321695,1.127555,-0.137107495,POINT (-145.3985119379032 63.276613578012)
