site_name,image_date,image_product,class,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDSI,geometry
Gulkana,20210802,Sentinel-2_SR,3,0.3278,0.2996,0.3124,0.2944,0.3257,0.2746,0.2362,0.2049,0.1973,0.2076,0.0092,0.0071,0.94278607,POINT (-145.40732363895998 63.28724712568078)
Gulkana,20210802,Sentinel-2_SR,3,0.3273,0.3452,0.3664,0.3294,0.3342,0.2842,0.2393,0.2376,0.207,0.2056,0.0095,0.0093,0.949454642,POINT (-145.40848574770936 63.285402392559156)
Gulkana,20210802,Sentinel-2_SR,3,0.3569,0.3814,0.396,0.363,0.37,0.3195,0.2644,0.238,0.2298,0.219,0.0091,0.0085,0.955072822,POINT (-145.40758458582133 63.28615303183357)
Gulkana,20210802,Sentinel-2_SR,3,0.3657,0.3764,0.3882,0.3666,0.3867,0.3253,0.2776,0.2497,0.2253,0.2231,0.0085,0.0093,0.957146458,POINT (-145.4061211420304 63.2868840305991)
Gulkana,20210802,Sentinel-2_SR,3,0.3495,0.389,0.4024,0.3858,0.4032,0.3428,0.2873,0.2478,0.2449,0.2233,0.0093,0.0073,0.954821472,POINT (-145.40493682965544 63.287391261862375)
Gulkana,20210802,Sentinel-2_SR,3,0.2206,0.2646,0.2868,0.2658,0.2611,0.2282,0.1896,0.1798,0.1602,0.1466,0.0097,0.0068,0.934569983,POINT (-145.41309534877078 63.2856806905022)
Gulkana,20210802,Sentinel-2_SR,3,0.2375,0.2602,0.2766,0.2736,0.2751,0.2379,0.2095,0.1895,0.1785,0.174,0.011,0.0099,0.923504868,POINT (-145.41202047085602 63.28689652331891)
Gulkana,20210802,Sentinel-2_SR,3,0.1756,0.1932,0.2116,0.1992,0.2051,0.1761,0.1563,0.1381,0.1354,0.1221,0.0126,0.0118,0.887600357,POINT (-145.41440667425192 63.286095663440705)
Gulkana,20210802,Sentinel-2_SR,3,0.1433,0.1866,0.2094,0.1936,0.1745,0.1659,0.1366,0.145,0.1252,0.1048,0.0149,0.0116,0.86714222,POINT (-145.41594154697268 63.28621950333576)
Gulkana,20210802,Sentinel-2_SR,3,0.1581,0.1502,0.1678,0.1544,0.1708,0.1496,0.132,0.1099,0.107,0.1018,0.013,0.0118,0.85619469,POINT (-145.4160593491989 63.28515315366252)
Gulkana,20210802,Sentinel-2_SR,3,0.1573,0.1714,0.1924,0.1742,0.1861,0.164,0.1402,0.1246,0.1206,0.1019,0.012,0.0118,0.88258317,POINT (-145.4155684929792 63.28437364215553)
Gulkana,20210802,Sentinel-2_SR,3,0.2377,0.2286,0.2404,0.2292,0.252,0.2175,0.1906,0.1635,0.1681,0.1726,0.0102,0.0092,0.918595371,POINT (-145.4138402501146 63.28399407521874)
Gulkana,20210802,Sentinel-2_SR,3,0.2124,0.2872,0.2934,0.263,0.2514,0.2229,0.1909,0.1728,0.1553,0.138,0.0095,0.0083,0.937273027,POINT (-145.41424216929 63.284772603235076)
Gulkana,20210802,Sentinel-2_SR,3,0.2576,0.2876,0.3082,0.2984,0.3039,0.2696,0.2341,0.2182,0.1988,0.187,0.0102,0.009,0.935929648,POINT (-145.41266822006725 63.28482180376563)
Gulkana,20210802,Sentinel-2_SR,3,0.2877,0.3286,0.3274,0.313,0.3386,0.278,0.2437,0.2183,0.2135,0.1861,0.0096,0.0082,0.943026706,POINT (-145.41100118177127 63.28386901635619)
Gulkana,20210802,Sentinel-2_SR,3,0.2607,0.3758,0.379,0.3492,0.3477,0.2926,0.245,0.2207,0.191,0.1552,0.0117,0.01,0.940107499,POINT (-145.40783697899562 63.28372692151237)
Gulkana,20210802,Sentinel-2_SR,3,0.2368,0.2912,0.3112,0.2962,0.3051,0.2731,0.2343,0.203,0.1896,0.1875,0.0142,0.0124,0.912722803,POINT (-145.40539710730755 63.28335264152133)
Gulkana,20210802,Sentinel-2_SR,3,0.2963,0.3742,0.3906,0.3554,0.3784,0.3155,0.2603,0.2197,0.2092,0.1845,0.0105,0.0101,0.947643979,POINT (-145.40779211132588 63.28454051246651)
Gulkana,20210802,Sentinel-2_SR,3,0.292,0.2818,0.2908,0.2864,0.3176,0.2793,0.2371,0.2068,0.2009,0.1952,0.011,0.0088,0.927104042,POINT (-145.4099808878235 63.28463168694452)
Gulkana,20210802,Sentinel-2_SR,3,0.319,0.3506,0.3482,0.3396,0.3377,0.2863,0.2442,0.2204,0.2016,0.195,0.0101,0.0085,0.943622663,POINT (-145.4093594706527 63.28299656584134)
Gulkana,20210802,Sentinel-2_SR,3,0.2963,0.2852,0.3046,0.2842,0.2887,0.2614,0.2228,0.1941,0.1849,0.1964,0.0096,0.0074,0.938892425,POINT (-145.4128110660151 63.28330197886329)
Gulkana,20210802,Sentinel-2_SR,3,0.2212,0.2442,0.2556,0.2374,0.2352,0.203,0.1789,0.1746,0.1571,0.1357,0.0096,0.0085,0.92760181,POINT (-145.4153604089133 63.283303667851285)
Gulkana,20210802,Sentinel-2_SR,3,0.1421,0.1688,0.1836,0.176,0.1827,0.1511,0.133,0.1221,0.1158,0.0964,0.0122,0.0113,0.875383044,POINT (-145.41715665912326 63.28352382328091)
Gulkana,20210802,Sentinel-2_SR,3,0.3121,0.293,0.3112,0.2922,0.3047,0.2583,0.2188,0.1994,0.1799,0.2051,0.0123,0.0106,0.923956723,POINT (-145.40357316323067 63.287299871164464)
Gulkana,20210802,Sentinel-2_SR,3,0.3001,0.3264,0.3504,0.3276,0.3479,0.2943,0.2496,0.2183,0.2038,0.1953,0.0111,0.0096,0.938589212,POINT (-145.40221694490626 63.28769931398098)
Gulkana,20210802,Sentinel-2_SR,3,0.2905,0.3764,0.3936,0.361,0.3713,0.3136,0.2594,0.2348,0.2123,0.1845,0.0113,0.0101,0.944183749,POINT (-145.40087493780948 63.287841537174266)
Gulkana,20210802,Sentinel-2_SR,3,0.2425,0.3204,0.3344,0.3274,0.3284,0.2809,0.2509,0.2193,0.2229,0.179,0.017,0.0148,0.903244166,POINT (-145.39987565715248 63.28695813097111)
Gulkana,20210802,Sentinel-2_SR,3,0.2078,0.2392,0.261,0.2432,0.2333,0.2141,0.185,0.1688,0.158,0.1186,0.0162,0.0154,0.883116883,POINT (-145.40277388848355 63.28681907452738)
Gulkana,20210802,Sentinel-2_SR,3,0.305,0.379,0.393,0.3752,0.3883,0.3497,0.3036,0.2501,0.2565,0.2256,0.0099,0.0082,0.950856292,POINT (-145.40997933521453 63.28714630906006)
Gulkana,20210802,Sentinel-2_SR,3,0.34,0.3662,0.388,0.3654,0.3574,0.2944,0.2532,0.2295,0.2036,0.241,0.0089,0.0054,0.955152431,POINT (-145.40565686841276 63.28812071397349)
Gulkana,20210802,Sentinel-2_SR,3,0.172,0.2198,0.2374,0.2392,0.2484,0.2281,0.2028,0.1926,0.173,0.1424,0.0117,0.0101,0.906061823,POINT (-145.42003878698605 63.281264597897696)
Gulkana,20210802,Sentinel-2_SR,3,0.1597,0.233,0.25,0.246,0.2556,0.2345,0.2056,0.1898,0.1767,0.1232,0.013,0.0127,0.901140684,POINT (-145.42034315114017 63.2802948992995)
Gulkana,20210802,Sentinel-2_SR,3,0.1934,0.2254,0.2504,0.2434,0.2694,0.2438,0.2134,0.1858,0.1811,0.1566,0.0128,0.011,0.902735562,POINT (-145.4206853549558 63.27955191594905)
Gulkana,20210802,Sentinel-2_SR,3,0.1821,0.199,0.225,0.2286,0.2311,0.2139,0.1909,0.166,0.1584,0.1494,0.015,0.0133,0.875,POINT (-145.4209295575057 63.27876258620853)
Gulkana,20210802,Sentinel-2_SR,3,0.193,0.2568,0.2734,0.2658,0.2632,0.2434,0.2134,0.208,0.182,0.1607,0.0128,0.0099,0.910552061,POINT (-145.42098767750818 63.27769963777197)
Gulkana,20210802,Sentinel-2_SR,3,0.1173,0.1366,0.1526,0.153,0.1671,0.1447,0.1314,0.1144,0.1124,0.104,0.0199,0.0194,0.769275362,POINT (-145.42188221525615 63.27972358810393)
Gulkana,20210802,Sentinel-2_SR,3,0.1326,0.1742,0.1944,0.1888,0.1897,0.1696,0.1497,0.1516,0.1349,0.1045,0.019,0.0162,0.821930647,POINT (-145.4187934240447 63.28014192748583)
Gulkana,20210802,Sentinel-2_SR,3,0.1515,0.1478,0.1694,0.1634,0.1812,0.1653,0.1455,0.122,0.1212,0.099,0.0145,0.0119,0.842305601,POINT (-145.41829495327684 63.28190150547962)
Gulkana,20210802,Sentinel-2_SR,3,0.1435,0.1882,0.2132,0.2066,0.1808,0.1689,0.1505,0.1506,0.1274,0.1012,0.0201,0.0152,0.82768967,POINT (-145.4183297611298 63.2831012627232)
Gulkana,20210802,Sentinel-2_SR,3,0.1286,0.149,0.1742,0.1694,0.1699,0.1592,0.145,0.1378,0.1307,0.1089,0.0254,0.0218,0.745490982,POINT (-145.41821757487216 63.284231498824084)
Gulkana,20210802,Sentinel-2_SR,3,0.1237,0.1524,0.1732,0.1736,0.175,0.1644,0.1436,0.1384,0.1299,0.0995,0.0205,0.0151,0.788332473,POINT (-145.41806009653112 63.2852707133057)
Gulkana,20210802,Sentinel-2_SR,3,0.1342,0.1548,0.1756,0.1676,0.1766,0.1634,0.1464,0.127,0.1269,0.0964,0.0195,0.0161,0.800102512,POINT (-145.41736111049653 63.28610024651032)
Gulkana,20210802,Sentinel-2_SR,3,0.252,0.2472,0.2718,0.2712,0.2836,0.2535,0.2228,0.203,0.1911,0.1836,0.0109,0.0096,0.922886452,POINT (-145.42044213923757 63.28307944095352)
Gulkana,20210802,Sentinel-2_SR,3,0.1629,0.1962,0.2046,0.194,0.1897,0.1665,0.1422,0.1356,0.1206,0.0956,0.0111,0.0095,0.897079277,POINT (-145.4168009763389 63.28256379897623)
Gulkana,20210802,Sentinel-2_SR,3,0.2809,0.2544,0.2586,0.252,0.2601,0.2333,0.2064,0.1938,0.1687,0.1813,0.0106,0.0105,0.921248143,POINT (-145.4140920279337 63.28246577798212)
Gulkana,20210802,Sentinel-2_SR,3,0.3234,0.3174,0.333,0.3218,0.3293,0.2857,0.2471,0.2276,0.2032,0.2009,0.0108,0.0085,0.937172775,POINT (-145.41123488458672 63.28232079323777)
Gulkana,20210802,Sentinel-2_SR,3,0.2888,0.2454,0.2598,0.2396,0.2629,0.234,0.2013,0.1698,0.1666,0.1894,0.0138,0.0125,0.899122807,POINT (-145.40834997706065 63.28176810606346)
Gulkana,20210802,Sentinel-2_SR,3,0.1382,0.212,0.2254,0.2276,0.2222,0.2031,0.1797,0.1764,0.1556,0.1275,0.0187,0.0165,0.846784105,POINT (-145.405851766149 63.28058605526012)
Gulkana,20210802,Sentinel-2_SR,3,0.1518,0.2078,0.2274,0.2346,0.276,0.2375,0.2013,0.1742,0.1786,0.1339,0.0158,0.0142,0.870065789,POINT (-145.40560214052286 63.28146582070983)
Gulkana,20210802,Sentinel-2_SR,3,0.1904,0.3134,0.3198,0.314,0.3216,0.2789,0.2459,0.2146,0.2016,0.1576,0.0127,0.0109,0.923609023,POINT (-145.4054907123801 63.282573429886064)
Gulkana,20210802,Sentinel-2_SR,3,0.3065,0.293,0.3156,0.2976,0.3595,0.302,0.2646,0.2158,0.2208,0.1965,0.0099,0.0096,0.939170507,POINT (-145.41093766079197 63.28315477638181)
Gulkana,20210802,Sentinel-2_SR,3,0.1561,0.1504,0.1606,0.152,0.1519,0.1369,0.1239,0.1166,0.1055,0.1021,0.0162,0.0128,0.816742081,POINT (-145.4175794400048 63.280736966530576)
Gulkana,20210802,Sentinel-2_SR,3,0.1561,0.2018,0.21,0.1996,0.1935,0.1739,0.1488,0.1488,0.1263,0.1021,0.0132,0.0097,0.88172043,POINT (-145.41682819941522 63.281134319319456)
Gulkana,20210802,Sentinel-2_SR,3,0.2348,0.2142,0.2248,0.2048,0.2166,0.1913,0.1603,0.1384,0.1325,0.1419,0.0103,0.0102,0.912377712,POINT (-145.4153632428704 63.28202602616791)
Gulkana,20210802,Sentinel-2_SR,3,0.3208,0.3218,0.3208,0.3052,0.3313,0.2889,0.2463,0.2154,0.2096,0.2056,0.0089,0.0072,0.946011526,POINT (-145.41282093153873 63.28143747006057)
Gulkana,20210802,Sentinel-2_SR,3,0.3284,0.3078,0.3062,0.2922,0.3347,0.2768,0.2349,0.2044,0.2001,0.2092,0.0104,0.0087,0.934301958,POINT (-145.41052433177435 63.281064119518376)
Gulkana,20210802,Sentinel-2_SR,3,0.2587,0.2888,0.2968,0.281,0.2848,0.2476,0.2123,0.203,0.1816,0.1779,0.0126,0.0109,0.918552036,POINT (-145.40899722274207 63.279965202299785)
Gulkana,20210802,Sentinel-2_SR,3,0.3076,0.3682,0.3654,0.34,0.3372,0.2979,0.2491,0.2384,0.21,0.1975,0.0112,0.0106,0.940520446,POINT (-145.4100324027726 63.279088082426696)
Gulkana,20210802,Sentinel-2_SR,3,0.3299,0.3914,0.3904,0.3646,0.3535,0.303,0.2675,0.2496,0.2198,0.2096,0.0096,0.0083,0.952,POINT (-145.41236428982916 63.27959706921615)
Gulkana,20210802,Sentinel-2_SR,3,0.2277,0.2236,0.2344,0.2184,0.2299,0.2063,0.1807,0.167,0.1577,0.1448,0.0134,0.0118,0.891848265,POINT (-145.41528127438025 63.27961023191362)
Gulkana,20210802,Sentinel-2_SR,3,0.1349,0.1278,0.1376,0.134,0.1528,0.134,0.1222,0.113,0.109,0.1058,0.0193,0.0189,0.753983429,POINT (-145.41843276055354 63.27925887684932)
Gulkana,20210802,Sentinel-2_SR,3,0.1987,0.2332,0.2436,0.2262,0.2376,0.2114,0.1818,0.1626,0.1569,0.1172,0.0119,0.0106,0.906849315,POINT (-145.41588530527207 63.28033175571523)
Gulkana,20210802,Sentinel-2_SR,3,0.3137,0.3442,0.345,0.33,0.3371,0.2946,0.253,0.2296,0.2066,0.2028,0.0093,0.0078,0.947502117,POINT (-145.4137639202688 63.28067521093313)
Gulkana,20210802,Sentinel-2_SR,3,0.3116,0.2736,0.2918,0.2784,0.3211,0.2797,0.238,0.21,0.2024,0.2016,0.0112,0.0094,0.926072607,POINT (-145.41135677933255 63.279972217977175)
Gulkana,20210802,Sentinel-2_SR,3,0.2973,0.3054,0.3184,0.302,0.3222,0.2883,0.2409,0.211,0.2057,0.1955,0.0117,0.0101,0.92911239,POINT (-145.41064297895377 63.27812894193198)
Gulkana,20210802,Sentinel-2_SR,3,0.3313,0.3198,0.3266,0.316,0.3432,0.2951,0.2517,0.2258,0.2157,0.2109,0.0112,0.0113,0.933688573,POINT (-145.4123152604042 63.27814759168343)
Gulkana,20210802,Sentinel-2_SR,3,0.2541,0.215,0.2368,0.2306,0.2513,0.2224,0.1975,0.1698,0.1662,0.1776,0.0118,0.0107,0.905068383,POINT (-145.41535331986674 63.2782973370804)
Gulkana,20210802,Sentinel-2_SR,3,0.1254,0.1086,0.1316,0.1282,0.1311,0.1238,0.1192,0.1082,0.1051,0.0984,0.0252,0.0223,0.678571429,POINT (-145.41867617719018 63.27794788418491)
Gulkana,20210802,Sentinel-2_SR,3,0.2075,0.2246,0.2296,0.2236,0.2211,0.1998,0.1762,0.1638,0.1507,0.1252,0.0135,0.0114,0.888934595,POINT (-145.41678158031402 63.27885415292409)
Gulkana,20210802,Sentinel-2_SR,3,0.3021,0.3384,0.3432,0.3234,0.3214,0.2842,0.2456,0.2262,0.2017,0.1923,0.0103,0.0095,0.941725601,POINT (-145.41327389738265 63.27866056980146)
Gulkana,20210802,Sentinel-2_SR,3,0.156,0.2004,0.2058,0.2024,0.2112,0.1927,0.164,0.1478,0.1407,0.1038,0.0128,0.0116,0.882891125,POINT (-145.41711882079247 63.279746577332055)
Gulkana,20210802,Sentinel-2_SR,3,0.1631,0.2304,0.243,0.2314,0.2505,0.2166,0.1915,0.1808,0.1776,0.1336,0.0181,0.0171,0.861355802,POINT (-145.4063177974386 63.27875678417955)
Gulkana,20210802,Sentinel-2_SR,3,0.141,0.217,0.232,0.2252,0.224,0.2124,0.1895,0.1746,0.1593,0.1196,0.0219,0.0192,0.827491138,POINT (-145.40623336080674 63.279509284895475)
Gulkana,20210802,Sentinel-2_SR,3,0.1338,0.1898,0.2056,0.2036,0.2154,0.1981,0.1791,0.1666,0.1583,0.1157,0.0235,0.0211,0.794849411,POINT (-145.4062938373781 63.277636007370944)
Gulkana,20210802,Sentinel-2_SR,3,0.1086,0.1642,0.1832,0.1804,0.1687,0.1565,0.1457,0.1456,0.1331,0.1035,0.0319,0.0293,0.70339377,POINT (-145.40639318132875 63.276613205614666)
Gulkana,20210802,Sentinel-2_SR,3,0.293,0.3254,0.3344,0.3094,0.3317,0.289,0.2447,0.2192,0.2064,0.1934,0.0127,0.0106,0.926822241,POINT (-145.41020318062556 63.277238602475286)
Gulkana,20210802,Sentinel-2_SR,3,0.2897,0.3096,0.3308,0.289,0.3058,0.27,0.227,0.1928,0.1863,0.1786,0.0164,0.014,0.905529954,POINT (-145.4103196301366 63.27599146889738)
Gulkana,20210802,Sentinel-2_SR,3,0.3069,0.323,0.3458,0.3038,0.2802,0.2475,0.2137,0.2054,0.1782,0.19,0.0217,0.0199,0.881904762,POINT (-145.40991061253075 63.27473846961054)
Gulkana,20210802,Sentinel-2_SR,3,0.3408,0.3616,0.3724,0.3526,0.3665,0.3254,0.2758,0.248,0.2374,0.2159,0.0105,0.0101,0.945155393,POINT (-145.411746388404 63.27525402116223)
Gulkana,20210802,Sentinel-2_SR,3,0.323,0.3646,0.3696,0.3554,0.3444,0.3008,0.2565,0.244,0.2214,0.2117,0.0109,0.0099,0.942706965,POINT (-145.41180926131574 63.27671840215055)
Gulkana,20210802,Sentinel-2_SR,3,0.3154,0.353,0.3576,0.3316,0.3428,0.2992,0.2579,0.2322,0.2154,0.2009,0.0106,0.0098,0.942422596,POINT (-145.41364165194608 63.277298464129565)
Gulkana,20210802,Sentinel-2_SR,3,0.2201,0.249,0.2622,0.2424,0.2473,0.2206,0.192,0.1796,0.1652,0.1458,0.0137,0.012,0.900688655,POINT (-145.41599079354685 63.27717393518292)
Gulkana,20210802,Sentinel-2_SR,3,0.2184,0.2038,0.2146,0.2076,0.2126,0.1967,0.1728,0.148,0.1478,0.1422,0.0131,0.0114,0.88493632,POINT (-145.4169326747449 63.27656019116737)
Gulkana,20210802,Sentinel-2_SR,3,0.2149,0.2094,0.2296,0.2138,0.2052,0.1871,0.1646,0.1504,0.1403,0.1308,0.0142,0.0115,0.883511075,POINT (-145.4167014700471 63.275545961603264)
Gulkana,20210802,Sentinel-2_SR,3,0.3554,0.3726,0.3694,0.3388,0.3539,0.3052,0.2596,0.231,0.2139,0.2063,0.0106,0.0095,0.944210526,POINT (-145.41370088971183 63.274479389106666)
Gulkana,20210802,Sentinel-2_SR,3,0.3641,0.3496,0.3602,0.3352,0.3578,0.3059,0.2599,0.231,0.2227,0.2195,0.0102,0.0095,0.944924406,POINT (-145.4129252634149 63.27554698328121)
Gulkana,20210802,Sentinel-2_SR,3,0.2919,0.3658,0.3688,0.3372,0.343,0.2944,0.2518,0.2352,0.2128,0.188,0.0107,0.0093,0.943610013,POINT (-145.41470983151368 63.276126499156476)
Gulkana,20210802,Sentinel-2_SR,3,0.1775,0.2102,0.2192,0.2138,0.2431,0.2191,0.1885,0.1682,0.1637,0.1351,0.0126,0.0118,0.891285591,POINT (-145.42061111839658 63.276601027406386)
Gulkana,20210802,Sentinel-2_SR,3,0.1515,0.19,0.2042,0.201,0.2056,0.1869,0.1625,0.1516,0.1396,0.1082,0.0142,0.012,0.86996337,POINT (-145.42063980975962 63.27520224330585)
Gulkana,20210802,Sentinel-2_SR,3,0.1535,0.1808,0.1898,0.1904,0.211,0.1892,0.1639,0.152,0.144,0.109,0.0146,0.012,0.857142857,POINT (-145.4201195233252 63.274227863474906)
Gulkana,20210802,Sentinel-2_SR,3,0.2173,0.2706,0.2686,0.252,0.2375,0.2088,0.1825,0.175,0.1545,0.1188,0.0116,0.0101,0.917201999,POINT (-145.41599707182957 63.274455714197664)
Gulkana,20210802,Sentinel-2_SR,3,0.3806,0.4604,0.4264,0.382,0.3771,0.326,0.2695,0.2556,0.2248,0.2193,0.0105,0.0087,0.951934081,POINT (-145.41153659412387 63.27388157886908)
Gulkana,20210802,Sentinel-2_SR,3,0.2337,0.3128,0.3234,0.2798,0.2015,0.1903,0.166,0.1816,0.1383,0.1327,0.0355,0.0299,0.802173307,POINT (-145.40946490512087 63.27323410314783)
Gulkana,20210802,Sentinel-2_SR,3,0.3451,0.3514,0.3606,0.3276,0.3445,0.2968,0.2513,0.2226,0.2083,0.2034,0.0116,0.0113,0.93766792,POINT (-145.41155940785734 63.27245830501253)
Gulkana,20210802,Sentinel-2_SR,3,0.331,0.3366,0.3518,0.3274,0.3405,0.2947,0.249,0.2196,0.2063,0.199,0.0107,0.0092,0.940965517,POINT (-145.41419214967357 63.272987127836444)
Gulkana,20210802,Sentinel-2_SR,3,0.2057,0.2326,0.2404,0.2214,0.2338,0.2095,0.1789,0.1646,0.1518,0.1148,0.0117,0.0108,0.907179691,POINT (-145.41611271671522 63.27335813790337)
Gulkana,20210802,Sentinel-2_SR,3,0.3705,0.41,0.412,0.3714,0.3764,0.3168,0.265,0.247,0.2196,0.2092,0.0104,0.0092,0.950757576,POINT (-145.41266973119932 63.27344467727937)
Gulkana,20210802,Sentinel-2_SR,3,0.1461,0.1852,0.1998,0.1906,0.1941,0.1744,0.1483,0.135,0.1274,0.0955,0.0131,0.0118,0.876937529,POINT (-145.41950982098558 63.273096187438206)
Gulkana,20210802,Sentinel-2_SR,3,0.1686,0.2214,0.2366,0.2248,0.2145,0.1839,0.1585,0.1522,0.1347,0.1028,0.0132,0.0114,0.894315452,POINT (-145.4191388487432 63.271768441336924)
Gulkana,20210802,Sentinel-2_SR,3,0.2451,0.3182,0.3372,0.309,0.3144,0.282,0.237,0.2074,0.1974,0.1348,0.0155,0.015,0.912106606,POINT (-145.40969507328418 63.271882214807455)
Gulkana,20210802,Sentinel-2_SR,3,0.239,0.2922,0.2902,0.2514,0.2068,0.205,0.1768,0.1656,0.1467,0.126,0.0401,0.0331,0.757190433,POINT (-145.4093022053909 63.270594803549024)
Gulkana,20210802,Sentinel-2_SR,3,0.3262,0.3572,0.3586,0.3338,0.3336,0.2855,0.2399,0.22,0.2009,0.1869,0.0115,0.0111,0.937854634,POINT (-145.41148706839346 63.27061919116797)
Gulkana,20210802,Sentinel-2_SR,3,0.3075,0.366,0.3582,0.332,0.3537,0.3061,0.2582,0.2224,0.2116,0.1908,0.0106,0.0101,0.942516269,POINT (-145.4139636844386 63.27136290009663)
Gulkana,20210802,Sentinel-2_SR,3,0.2487,0.2218,0.2268,0.208,0.2133,0.1836,0.16,0.1444,0.1331,0.1361,0.0145,0.0118,0.879817654,POINT (-145.41600310970327 63.27162429973741)
Gulkana,20210802,Sentinel-2_SR,3,0.2585,0.3042,0.3064,0.2864,0.302,0.2636,0.2244,0.194,0.1927,0.1581,0.011,0.0105,0.93068683,POINT (-145.41516604839518 63.27239076754773)
Gulkana,20210802,Sentinel-2_SR,3,0.3324,0.3252,0.3124,0.2986,0.3163,0.2788,0.2308,0.2078,0.1978,0.1882,0.0111,0.0091,0.93137558,POINT (-145.41287483779612 63.27188784878883)
Gulkana,20210802,Sentinel-2_SR,3,0.138,0.1932,0.1986,0.1778,0.1793,0.1544,0.1326,0.1192,0.1119,0.0966,0.0488,0.0455,0.605497171,POINT (-145.4082261855172 63.26859168902937)
Gulkana,20210802,Sentinel-2_SR,3,0.2967,0.384,0.3814,0.3562,0.3536,0.3053,0.2481,0.2382,0.206,0.1657,0.0126,0.0116,0.936040609,POINT (-145.41126198936027 63.26920538764034)
Gulkana,20210802,Sentinel-2_SR,3,0.2802,0.2674,0.2706,0.2646,0.2935,0.2561,0.2169,0.198,0.1869,0.1817,0.0118,0.0104,0.916430595,POINT (-145.41429302982073 63.26990816682447)
Gulkana,20210802,Sentinel-2_SR,3,0.154,0.175,0.1866,0.1632,0.1534,0.1365,0.1174,0.1104,0.1014,0.0913,0.0372,0.0321,0.667560322,POINT (-145.4166558985522 63.270157455990926)
Gulkana,20210802,Sentinel-2_SR,3,0.3145,0.2756,0.2812,0.2568,0.2818,0.2455,0.2137,0.168,0.1681,0.1847,0.0138,0.0131,0.906440678,POINT (-145.41249457533425 63.27020032813247)
Gulkana,20210802,Sentinel-2_SR,3,0.2313,0.2314,0.236,0.213,0.2165,0.1934,0.1696,0.1454,0.1401,0.1276,0.0133,0.0124,0.893301243,POINT (-145.41552819494473 63.27085850885542)
Gulkana,20210802,Sentinel-2_SR,3,0.3075,0.2836,0.2916,0.2656,0.3135,0.2714,0.2217,0.1696,0.1881,0.1837,0.02,0.0193,0.871630295,POINT (-145.4104501144714 63.2678711947632)
Gulkana,20210802,Sentinel-2_SR,3,0.314,0.3154,0.3216,0.299,0.3021,0.2583,0.2168,0.2014,0.1826,0.1822,0.0137,0.0129,0.918282135,POINT (-145.4129401945462 63.26882313941457)
Gulkana,20210802,Sentinel-2_SR,3,0.2253,0.2492,0.2718,0.2526,0.237,0.2074,0.1758,0.1692,0.1473,0.1288,0.0143,0.0118,0.900034953,POINT (-145.41538423287443 63.268990991125506)
Gulkana,20210802,Sentinel-2_SR,3,0.1322,0.1584,0.1758,0.1636,0.1556,0.1325,0.119,0.1194,0.1021,0.0843,0.0254,0.0221,0.747514911,POINT (-145.4184479928655 63.269246047125925)
Gulkana,20210802,Sentinel-2_SR,3,0.1426,0.2022,0.2156,0.2018,0.1956,0.1764,0.1526,0.1408,0.1284,0.0884,0.0155,0.0131,0.865858936,POINT (-145.41879204992992 63.27029458082496)
Gulkana,20210802,Sentinel-2_SR,3,0.1328,0.1862,0.1984,0.189,0.1941,0.1698,0.1466,0.1358,0.1259,0.0979,0.0201,0.0171,0.816018307,POINT (-145.41913251203553 63.268148662663926)
Gulkana,20210802,Sentinel-2_SR,3,0.1694,0.1706,0.1792,0.1688,0.1803,0.1611,0.1413,0.1216,0.1169,0.095,0.0203,0.0153,0.796491228,POINT (-145.41692350384602 63.267762490714574)
Gulkana,20210802,Sentinel-2_SR,3,0.3064,0.3306,0.3306,0.2996,0.2968,0.2656,0.227,0.197,0.1857,0.1822,0.0138,0.0123,0.919860627,POINT (-145.41440964109833 63.26805597247024)
Gulkana,20210802,Sentinel-2_SR,3,0.3172,0.3396,0.3448,0.3,0.2852,0.2376,0.1805,0.1974,0.1502,0.1693,0.0161,0.0163,0.910778609,POINT (-145.41412246586108 63.26678706246158)
Gulkana,20210802,Sentinel-2_SR,3,0.3166,0.281,0.2968,0.273,0.3012,0.2575,0.2165,0.1794,0.1799,0.1836,0.0131,0.0126,0.915456599,POINT (-145.41199505179833 63.26654235604215)
Gulkana,20210802,Sentinel-2_SR,3,0.2204,0.106,0.1092,0.0928,0.1289,0.1276,0.1111,0.0871,0.1026,0.1263,0.0853,0.0827,0.122879177,POINT (-145.41038819271284 63.26656460863772)
Gulkana,20210802,Sentinel-2_SR,3,0.162,0.1566,0.1674,0.1448,0.195,0.1594,0.1391,0.1018,0.1169,0.1107,0.0521,0.0484,0.525284738,POINT (-145.40926721983075 63.26667263466039)
Gulkana,20210802,Sentinel-2_SR,3,0.13,0.2518,0.2696,0.2354,0.23,0.2068,0.159,0.147,0.1392,0.1014,0.0458,0.0409,0.709575143,POINT (-145.40878167463276 63.267390474963406)
Gulkana,20210802,Sentinel-2_SR,3,0.3395,0.326,0.3162,0.2928,0.3016,0.2595,0.216,0.21,0.1798,0.1941,0.0152,0.0134,0.908267954,POINT (-145.41177150635272 63.26736358091366)
Gulkana,20210802,Sentinel-2_SR,3,0.3544,0.3772,0.378,0.3482,0.3705,0.3209,0.2725,0.2326,0.2228,0.2052,0.0122,0.0113,0.937467965,POINT (-145.41173397900263 63.26804624553683)
