geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-145.46552509128966 63.279261537064684),1,[1.13692978],[1.16711891],[1.20062367],[0.99139579],[0.08140928],20210615,Gulkana
POINT (-145.4655586304999 63.28020182744831),1,[1.0495732],[1.08475623],[1.09015274],[0.94029627],[0.07133641],20210615,Gulkana
POINT (-145.4654967308627 63.28136667259739),1,[1.08430014],[1.10759982],[1.12624523],[0.93671604],[0.08358971],20210615,Gulkana
POINT (-145.4660170747859 63.28257538548094),1,[0.96696191],[0.98122656],[0.98147645],[0.80847903],[0.09652287],20210615,Gulkana
POINT (-145.466952802929 63.28382616361347),1,[0.77262047],[0.76326936],[0.73979635],[0.60180263],[0.11828441],20210615,Gulkana
POINT (-145.46588930081404 63.284980226538764),1,[0.93611749],[0.94706596],[0.92584217],[0.77951179],[0.09704409],20210615,Gulkana
POINT (-145.4647542285378 63.285907927978094),1,[0.98680587],[1.00092654],[0.98686042],[0.84037555],[0.08719427],20210615,Gulkana
POINT (-145.4620790809314 63.28595427014517),1,[0.95898118],[0.96739466],[0.95355961],[0.80294596],[0.09289099],20210615,Gulkana
POINT (-145.4603822503308 63.28488322203568),1,[1.08279027],[1.11242003],[1.13282563],[0.93362404],[0.08738619],20210615,Gulkana
POINT (-145.45893594655215 63.28381486279515),1,[1.07912345],[1.08370836],[1.10052185],[0.88398915],[0.10149894],20210615,Gulkana
POINT (-145.45966783181487 63.282619667283385),1,[0.96135383],[0.97431061],[0.96791684],[0.80131859],[0.09742576],20210615,Gulkana
POINT (-145.45984349338755 63.28089209469001),1,[1.04331804],[1.06568498],[1.0724056],[0.88626747],[0.09191694],20210615,Gulkana
POINT (-145.46040434830803 63.27977024097196),1,[1.11773291],[1.15035297],[1.16971574],[0.98911746],[0.07536234],20210615,Gulkana
POINT (-145.46097717406607 63.27842293126421),1,[1.10694814],[1.14280829],[1.16572762],[0.9539662],[0.09006314],20210615,Gulkana
POINT (-145.46138305017047 63.2770738161493),1,[1.14922441],[1.16984337],[1.20441239],[1.01059879],[0.07303316],20210615,Gulkana
POINT (-145.46162400132 63.27568532150875),1,[1.1315374],[1.16250827],[1.18865931],[0.96731066],[0.09164986],20210615,Gulkana
POINT (-145.46399591094496 63.276613252811146),1,[1.14210647],[1.16753805],[1.19902843],[1.00246192],[0.07607195],20210615,Gulkana
POINT (-145.4639319593498 63.277815673338),1,[1.14793024],[1.18619016],[1.22415359],[0.99985813],[0.08523693],20210615,Gulkana
POINT (-145.46344473685232 63.279126320064805),1,[1.11492887],[1.1493051],[1.17988545],[0.97349468],[0.08282007],20210615,Gulkana
POINT (-145.46244472017761 63.280657014426815),1,[1.08365305],[1.1078094],[1.12604582],[0.9225579],[0.09124039],20210615,Gulkana
POINT (-145.46247215764828 63.28171003186074),1,[1.04849472],[1.07176263],[1.06881629],[0.89847277],[0.08795388],20210615,Gulkana
POINT (-145.46281144814085 63.28317998342646),1,[0.97817806],[1.00386058],[0.99324141],[0.82296265],[0.09902322],20210615,Gulkana
POINT (-145.46291836766494 63.28430905222365),1,[0.94711794],[0.96026914],[0.94418753],[0.78797413],[0.09855322],20210615,Gulkana
POINT (-145.46286779937208 63.28682751654831),1,[1.10134006],[1.11619237],[1.11986423],[0.91572293],[0.09866033],20210615,Gulkana
POINT (-145.46622244017414 63.28814197177656),1,[1.37872419],[1.270439],[1.46842597],[1.25551846],[0.00590688],20210615,Gulkana
POINT (-145.46088975783124 63.287896480072845),1,[1.00298302],[1.00993823],[1.00181587],[0.82800751],[0.0989859],20210615,Gulkana
POINT (-145.45963429679415 63.28637902491162),1,[0.94690225],[0.95041915],[0.92843445],[0.77983726],[0.09858763],20210615,Gulkana
POINT (-145.4543633435527 63.28654752288125),1,[1.15677375],[1.17361571],[1.17749258],[0.97756311],[0.09113728],20210615,Gulkana
POINT (-145.45232482201047 63.28562305853553),1,[1.1408123],[1.14867637],[1.16672465],[0.95705821],[0.09099825],20210615,Gulkana
POINT (-145.45438649118236 63.28455511962504),1,[0.98443323],[0.98856166],[0.97808655],[0.8140121],[0.09683352],20210615,Gulkana
POINT (-145.45667229499836 63.28397834434036),1,[0.82805415],[0.80225017],[0.77289775],[0.62588775],[0.12349116],20210615,Gulkana
POINT (-145.45367657551049 63.282216385161526),1,[0.8761542],[0.87622987],[0.84847263],[0.71962445],[0.09813265],20210615,Gulkana
POINT (-145.45189278758338 63.28121948174894),1,[1.02088573],[1.04430841],[1.05605431],[0.88756937],[0.081133],20210615,Gulkana
POINT (-145.45006801954906 63.27943256513325),1,[1.42509867],[1.24529009],[1.55377174],[1.28350928],[-0.01511357],20210615,Gulkana
POINT (-145.45354089926235 63.28007186723758),1,[0.95100046],[0.96592764],[0.96512516],[0.80278323],[0.09223917],20210615,Gulkana
POINT (-145.4568883075997 63.28149926644556),1,[1.28877926],[1.2574454],[1.37729741],[1.12695598],[0.05472628],20210615,Gulkana
POINT (-145.45515276179876 63.282721165447015),1,[1.0040615],[1.02879991],[1.01657191],[0.86136866],[0.08858006],20210615,Gulkana
POINT (-145.45696862550503 63.27999624649983),1,[0.96221661],[0.98038826],[0.97928299],[0.84623409],[0.07344385],20210615,Gulkana
POINT (-145.45311665083767 63.278638563590526),1,[1.06359339],[1.07700199],[1.09693254],[0.91311913],[0.08234818],20210615,Gulkana
POINT (-145.45755967845773 63.27831077140839),1,[1.10220285],[1.12709023],[1.15156979],[0.98944294],[0.06503432],20210615,Gulkana
POINT (-145.45476054442304 63.27756608493226),1,[1.10910509],[1.14071255],[1.17290624],[0.96307949],[0.08443471],20210615,Gulkana
POINT (-145.45053086849387 63.27703137149722),1,[1.10457549],[1.13295831],[1.16732287],[0.97105362],[0.07695046],20210615,Gulkana
POINT (-145.44956857181617 63.2778480416765),1,[1.13218449],[1.15831679],[1.19922783],[0.98700188],[0.07985523],20210615,Gulkana
POINT (-145.4524110038844 63.276224670711045),1,[1.12981184],[1.16586146],[1.20022486],[1.01694555],[0.06822221],20210615,Gulkana
POINT (-145.45605848015117 63.276715422189696),1,[1.14685177],[1.17717847],[1.21238863],[1.04575005],[0.059124],20210615,Gulkana
POINT (-145.45910590716045 63.27750036710464),1,[1.09767324],[1.14448489],[1.17928723],[1.00002086],[0.06736472],20210615,Gulkana
POINT (-145.4584491344079 63.27572618976341),1,[1.21997246],[1.23648798],[1.31687739],[1.10905487],[0.0543299],20210615,Gulkana
POINT (-145.45437447690787 63.27541885025063),1,[1.21997246],[1.22768586],[1.3238566],[1.10759024],[0.05142673],20210615,Gulkana
POINT (-145.44979724154572 63.275143521638384),1,[1.06467187],[1.10068387],[1.1220577],[0.9552681],[0.07072917],20210615,Gulkana
POINT (-145.44662242111286 63.27518412639105),1,[1.0998302],[1.13274873],[1.16353415],[0.97398289],[0.07536121],20210615,Gulkana
POINT (-145.4484076749222 63.276143519715035),1,[1.11859569],[1.15098169],[1.1816801],[0.97137909],[0.08462397],20210615,Gulkana
POINT (-145.44740292799185 63.27774925787742),1,[1.18459844],[1.20002206],[1.25565974],[1.06885875],[0.0578097],20210615,Gulkana
POINT (-145.4475051875939 63.27895348801403),1,[1.43070675],[1.23585925],[1.58926602],[1.30499061],[-0.02720797],20210615,Gulkana
POINT (-145.44443768677303 63.27854404841748),1,[1.26311152],[1.22873373],[1.3737081],[1.14827457],[0.03384892],20210615,Gulkana
POINT (-145.44176116673063 63.278627586193245),1,[1.12916475],[1.16900507],[1.21916843],[0.97870227],[0.08860742],20210615,Gulkana
POINT (-145.4392677809324 63.278412300921175),1,[1.08947682],[1.12688065],[1.16114128],[0.94973503],[0.08530496],20210615,Gulkana
POINT (-145.43718964937295 63.27823912578856),1,[1.11536026],[1.16020296],[1.20102249],[0.97935322],[0.08452675],20210615,Gulkana
POINT (-145.43510950704166 63.278103495527404),1,[1.17489215],[1.19855504],[1.29394569],[1.07618193],[0.0537966],20210615,Gulkana
POINT (-145.43189170116992 63.277391351848124),1,[1.59873336],[1.22789543],[1.80641918],[1.46658878],[-0.08858591],20210615,Gulkana
POINT (-145.43740737749738 63.2773015776874),1,[1.06014227],[1.11661152],[1.13721256],[0.94062174],[0.08554683],20210615,Gulkana
POINT (-145.44078787975658 63.276549076707056),1,[1.1224782],[1.14176042],[1.19523971],[0.97935322],[0.07656695],20210615,Gulkana
POINT (-145.44358207870218 63.27582768868066),1,[1.2184626],[1.21574013],[1.32465422],[1.08122679],[0.05856129],20210615,Gulkana
POINT (-145.44553820779424 63.276713790690906),1,[1.17704911],[1.20232738],[1.27619856],[1.06462758],[0.06074218],20210615,Gulkana
POINT (-145.4430084955304 63.27717492676789),1,[1.24887563],[1.22684756],[1.37470513],[1.10580013],[0.05189272],20210615,Gulkana
POINT (-145.44023241634838 63.277558126045136),1,[1.06941716],[1.10319876],[1.13681375],[0.93655331],[0.08169888],20210615,Gulkana
POINT (-145.43384980588047 63.275157044381885),1,[1.44364846],[1.21825502],[1.63692406],[1.38375548],[-0.06360484],20210615,Gulkana
POINT (-145.43101893661657 63.275013095371854),1,[1.11687012],[1.16083168],[1.23950785],[1.08708533],[0.03280653],20210615,Gulkana
POINT (-145.4269405897913 63.27478012222582),1,[1.20120698],[1.19205824],[1.34818413],[1.18082203],[0.00473526],20210615,Gulkana
POINT (-145.4272191044513 63.27579833302758),1,[1.22665902],[1.20924333],[1.38068731],[1.21239307],[-0.00130067],20210615,Gulkana
POINT (-145.42902214307207 63.276419792540494),1,[1.12657641],[1.15936466],[1.23292745],[1.06104736],[0.04427885],20210615,Gulkana
POINT (-145.4313016790415 63.275956148437984),1,[1.01937586],[1.07260093],[1.11647433],[0.98146881],[0.04436661],20210615,Gulkana
POINT (-145.4290691505384 63.27555556692345),1,[1.1181643],[1.16041253],[1.25526092],[1.09554767],[0.02875266],20210615,Gulkana
POINT (-145.48537420560413 63.29063467546321),1,[1.17791189],[1.21720715],[1.24568944],[1.0669059],[0.06580289],20210615,Gulkana
POINT (-145.48641449946032 63.289064804551266),1,[1.03792565],[1.06212221],[1.07061095],[0.90433132],[0.08024136],20210615,Gulkana
POINT (-145.48344854292554 63.28879373232571),1,[0.86774208],[0.88105008],[0.854056],[0.72776132],[0.09528075],20210615,Gulkana
POINT (-145.48330443176175 63.28951080139689),1,[0.91368518],[0.91060004],[0.89732711],[0.76730649],[0.0854002],20210615,Gulkana
POINT (-145.48174966474224 63.29073982200974),1,[1.08818265],[1.11870726],[1.12684345],[0.9238598],[0.09539342],20210615,Gulkana
POINT (-145.48033593883537 63.28928754442538),1,[0.91066544],[0.928833],[0.91587187],[0.78032547],[0.08688927],20210615,Gulkana
POINT (-145.47768409530659 63.28911551566232),1,[1.14210647],[1.15873594],[1.18108188],[0.95510536],[0.09633201],20210615,Gulkana
POINT (-145.47827439399327 63.290032053006854),1,[0.78383662],[0.77081403],[0.75016546],[0.6073357],[0.1186216],20210615,Gulkana
POINT (-145.47874825282875 63.29113897207806),1,[0.77909133],[0.77898743],[0.75196012],[0.65029835],[0.09003733],20210615,Gulkana
POINT (-145.47545036531397 63.29110372518805),1,[0.85458467],[0.84416501],[0.82593975],[0.66461924],[0.1190003],20210615,Gulkana
POINT (-145.47455870792928 63.28984860090509),1,[0.95056907],[0.97011913],[0.95136614],[0.80750261],[0.09147982],20210615,Gulkana
POINT (-145.46993896807695 63.28864929832172),1,[1.39597981],[1.28175601],[1.48796776],[1.22703943],[0.0218099],20210615,Gulkana
POINT (-145.4713749594692 63.28967075930061),1,[1.20099128],[1.22705714],[1.26204073],[1.046401],[0.07946315],20210615,Gulkana
POINT (-145.47215502134713 63.29102052216221),1,[1.18783387],[1.19918376],[1.23611795],[1.02605884],[0.07780047],20210615,Gulkana
POINT (-145.47050853565563 63.29196099872695),1,[1.09637907],[1.13400618],[1.13840899],[0.92630086],[0.1008128],20210615,Gulkana
POINT (-145.46814516980635 63.29236677475467),1,[1.57177145],[1.29013898],[1.68896903],[1.36325057],[-0.02755404],20210615,Gulkana
POINT (-145.46919154140915 63.290701273235186),1,[1.31444699],[1.27064858],[1.39524395],[1.14176507],[0.05342513],20210615,Gulkana
POINT (-145.46840654576647 63.28944725400561),1,[1.23701239],[1.23648798],[1.30331778],[1.08806176],[0.0638516],20210615,Gulkana
POINT (-145.4640858646156 63.28863423045458),1,[0.99262965],[1.00008824],[0.98765804],[0.84346756],[0.08495576],20210615,Gulkana
POINT (-145.465392360085 63.29008552136464),1,[1.15698944],[1.18430399],[1.20042427],[0.98862925],[0.09005097],20210615,Gulkana
POINT (-145.46585809038052 63.29133612096742),1,[1.11428178],[1.12981469],[1.132028],[0.95559357],[0.08354293],20210615,Gulkana
POINT (-145.4647433178971 63.292282256267555),1,[1.15030289],[1.17047209],[1.17210861],[0.97121636],[0.09303675],20210615,Gulkana
POINT (-145.46219513164985 63.29215896464244),1,[1.02045434],[1.04367968],[1.02375053],[0.8576257],[0.09785591],20210615,Gulkana
POINT (-145.46074913021653 63.291328930340896),1,[1.0493575],[1.05855945],[1.04528638],[0.87015648],[0.09768311],20210615,Gulkana
POINT (-145.45857133466433 63.29025142998434),1,[0.96847178],[0.95880212],[0.95355961],[0.76258711],[0.11398643],20210615,Gulkana
POINT (-145.45733060858288 63.28956730138497),1,[0.66347866],[0.65114714],[0.58725074],[0.47600668],[0.15538293],20210615,Gulkana
POINT (-145.45959773920953 63.288969036110416),1,[1.04978889],[1.05311052],[1.04070004],[0.89245149],[0.08257718],20210615,Gulkana
POINT (-145.46192012571674 63.28932947506454),1,[0.95315741],[0.9491617],[0.92285108],[0.76681828],[0.10626198],20210615,Gulkana
POINT (-145.46111678356613 63.290422665529654),1,[1.06596604],[1.08622325],[1.08436996],[0.8994492],[0.09406086],20210615,Gulkana
POINT (-145.46319085270648 63.291451100279424),1,[1.10479119],[1.12834767],[1.13561731],[0.94290006],[0.08953425],20210615,Gulkana
POINT (-145.46334821877053 63.29049465498635),1,[1.10349702],[1.12918597],[1.12684345],[0.92809097],[0.09774814],20210615,Gulkana
POINT (-145.46682187604873 63.29321848436845),1,[1.21889399],[1.23041032],[1.27041578],[1.06739412],[0.07094433],20210615,Gulkana
POINT (-145.46755794683625 63.29429753378286),1,[1.27950436],[1.25576881],[1.35137463],[1.11767995],[0.05818068],20210615,Gulkana
POINT (-145.4662978512925 63.29511707998545),1,[1.35564479],[1.26289433],[1.43452694],[1.21890257],[0.01772577],20210615,Gulkana
POINT (-145.46766853604248 63.295203234074904),1,[1.33623222],[1.26792411],[1.38248197],[1.17447528],[0.03826108],20210615,Gulkana
POINT (-145.46163565095355 63.29525725065234),1,[0.97623681],[0.96508934],[0.93960119],[0.79008971],[0.09970472],20210615,Gulkana
POINT (-145.45671926197468 63.2952040926361),1,[1.24003212],[1.22496139],[1.27839202],[1.08724807],[0.05955919],20210615,Gulkana
POINT (-145.4542320945308 63.29522474170898),1,[1.16195044],[1.17424443],[1.18347476],[0.99627791],[0.08199249],20210615,Gulkana
POINT (-145.45747770649962 63.293879336804125),1,[1.90609913],[1.25912199],[2.02078065],[1.69360734],[-0.14714703],20210615,Gulkana
POINT (-145.44903990117086 63.295382554007354),1,[1.88798073],[1.24487095],[2.01499788],[1.56976424],[-0.11542998],20210615,Gulkana
POINT (-145.44628198858797 63.295519132865046),1,[1.21307022],[1.20714758],[1.27141281],[1.01482996],[0.08655246],20210615,Gulkana
POINT (-145.44669612750644 63.292738688975156),1,[0.90268472],[0.89257666],[0.87339839],[0.70318798],[0.11868209],20210615,Gulkana
POINT (-145.45145326980273 63.294766117752935),1,[1.18912804],[1.19855504],[1.23771319],[1.02540789],[0.07785523],20210615,Gulkana
POINT (-145.45524026541514 63.291212965128416),1,[1.70722809],[1.24654754],[1.85427662],[1.3930315],[-0.0554952],20210615,Gulkana
POINT (-145.45117667068837 63.29104983771031),1,[1.24369894],[1.21636885],[1.2941451],[1.07813478],[0.06024574],20210615,Gulkana
POINT (-145.44483774805022 63.290909384677654),1,[1.18222579],[1.18702846],[1.22654646],[0.97398289],[0.09858605],20210615,Gulkana
POINT (-145.44886943742816 63.29195811481753),1,[1.10975218],[1.1354732],[1.13940602],[0.940459],[0.09394054],20210615,Gulkana
POINT (-145.4539332674521 63.28921255203574),1,[1.87719596],[1.25241562],[1.97850658],[1.54014605],[-0.10303458],20210615,Gulkana
POINT (-145.45269730289576 63.29220718399357),1,[1.16389169],[1.16921465],[1.18766228],[0.98749009],[0.08426029],20210615,Gulkana
POINT (-145.4504017437903 63.28917418790893),1,[1.14728316],[1.17319656],[1.1814807],[0.97740038],[0.09104271],20210615,Gulkana
POINT (-145.45234409201035 63.29019798226094),1,[1.19797155],[1.2037944],[1.24728468],[1.01157521],[0.08676619],20210615,Gulkana
POINT (-145.44727881628233 63.2901082987355),1,[0.95056907],[0.95859254],[0.93920238],[0.77967453],[0.10292896],20210615,Gulkana
POINT (-145.44329773027223 63.28985740734196),1,[1.54071134],[1.26016987],[1.57431056],[1.2922971],[-0.01258674],20210615,Gulkana
POINT (-145.44520916867177 63.288598989786756),1,[1.14426342],[1.15622105],[1.14877811],[0.95608179],[0.09474932],20210615,Gulkana
POINT (-145.4477686093086 63.28814284170637),1,[1.14232217],[1.16271785],[1.19284684],[0.97300647],[0.08882765],20210615,Gulkana
POINT (-145.45078116087763 63.28782987711063),1,[1.19063791],[1.20463269],[1.24668647],[1.0014855],[0.09208355],20210615,Gulkana
POINT (-145.45210926201284 63.288846995336776),1,[1.21997246],[1.21008162],[1.23512092],[1.02915084],[0.08080036],20210615,Gulkana
POINT (-145.44925824681005 63.29044103340171),1,[1.24520881],[1.21511141],[1.27619856],[1.0560025],[0.07005765],20210615,Gulkana
POINT (-145.44940608380375 63.286259029185686),1,[1.32134924],[1.24675711],[1.38886296],[1.16617567],[0.03339564],20210615,Gulkana
POINT (-145.44794510715354 63.28486010738762),1,[1.37699862],[1.2517869],[1.46822656],[1.21157939],[0.01632218],20210615,Gulkana
POINT (-145.4450747352562 63.28396442361672),1,[1.43156953],[1.23355394],[1.48537548],[1.23859378],[-0.00203865],20210615,Gulkana
POINT (-145.44194816968923 63.2835499344764),1,[1.38950895],[1.23669755],[1.48397964],[1.20279157],[0.0138988],20210615,Gulkana
POINT (-145.44244259320115 63.28435057524701),1,[1.23852226],[1.21050077],[1.28517183],[1.07032339],[0.06145909],20210615,Gulkana
POINT (-145.44507891424433 63.28531290881364),1,[1.16475447],[1.17550188],[1.20840051],[0.99855623],[0.08138957],20210615,Gulkana
POINT (-145.44647602554738 63.286469137034175),1,[1.27454337],[1.22538054],[1.33362749],[1.11914459],[0.04531236],20210615,Gulkana
POINT (-145.4449035023184 63.28714348875111),1,[1.11924277],[1.13861681],[1.14758167],[0.94143543],[0.09479636],20210615,Gulkana
POINT (-145.44250882742284 63.287393933996604),1,[1.70420835],[1.22684756],[1.76454391],[1.4104444],[-0.06961567],20210615,Gulkana
POINT (-145.44134453222273 63.28904082046131),1,[1.27648463],[1.22873373],[1.34399661],[1.09294388],[0.05848782],20210615,Gulkana
POINT (-145.4408804181342 63.29052248442507),1,[1.13714548],[1.15098169],[1.1685193],[0.86901732],[0.13958639],20210615,Gulkana
POINT (-145.44018218248434 63.29207073508802),1,[0.99651216],[0.99212442],[0.96452694],[0.8005049],[0.106893],20210615,Gulkana
