,geometry,Class,B2,B3,B4,B5,B6,B8,B11,B12,NDSI,image_date,site_name
8240,POINT (-113.75723929777625 48.629440044234094),1,0.1094,0.2996,0.3454,0.3786,0.3262,0.2987,0.3194,0.3904,-0.0319870759289176,20210730,Sperry
8241,POINT (-113.75886810913151 48.63078910451342),1,0.1099,0.3404,0.3726,0.4074,0.2788,0.2922,0.2671,0.383,0.1206584362139917,20210730,Sperry
8242,POINT (-113.75375591375969 48.62949177524438),1,0.191,0.2876,0.3394,0.3762,0.3374,0.335,0.3561,0.3898,-0.1064160323131893,20210730,Sperry
8243,POINT (-113.75154982049979 48.629296637610445),1,0.1975,0.4552,0.5168,0.5716,0.5115,0.5129,0.4887,0.5628,-0.0354910477804852,20210730,Sperry
8244,POINT (-113.76696441312156 48.631696436309454),1,0.1105,0.277,0.2928,0.3334,0.2362,0.2613,0.2246,0.2986,0.1044657097288676,20210730,Sperry
8245,POINT (-113.76703319255184 48.63142943235009),1,0.1296,0.3754,0.4192,0.448,0.3768,0.3043,0.3359,0.3978,0.0555321242794883,20210730,Sperry
8246,POINT (-113.76708936996424 48.631201198275),1,0.1296,0.3138,0.337,0.3602,0.3573,0.302,0.3814,0.3602,-0.0972382048331415,20210730,Sperry
8247,POINT (-113.76702961872657 48.631063798953235),1,0.1296,0.3754,0.4208,0.4548,0.3945,0.4114,0.4084,0.4368,-0.0421025771880581,20210730,Sperry
8248,POINT (-113.7661149590952 48.621095630659646),2,0.2483,0.1826,0.1638,0.135,0.1192,0.1099,0.1035,0.1001,0.2764767563788885,20210730,Sperry
8249,POINT (-113.76645712201952 48.620785668533664),2,0.1636,0.1932,0.171,0.1372,0.1434,0.1394,0.1279,0.0973,0.2033634381812519,20210730,Sperry
8250,POINT (-113.7666866670196 48.62123246938256),2,0.115,0.1648,0.1448,0.1158,0.1158,0.1121,0.1025,0.0826,0.2330714552936775,20210730,Sperry
8251,POINT (-113.7672736831915 48.62139909227379),2,0.1,0.1688,0.152,0.1298,0.1015,0.0911,0.0903,0.1003,0.3029718255499807,20210730,Sperry
8252,POINT (-113.76899331470041 48.619232233080936),2,0.209,0.2526,0.2448,0.2244,0.254,0.2357,0.2331,0.18,0.0401482396541074,20210730,Sperry
8253,POINT (-113.76934087870168 48.61946954160931),2,0.209,0.2162,0.2026,0.178,0.2124,0.2072,0.2024,0.1364,0.0329670329670329,20210730,Sperry
8254,POINT (-113.7698839531184 48.619745799899704),2,0.1872,0.2122,0.1942,0.1688,0.1651,0.1603,0.1496,0.1208,0.1730237700386953,20210730,Sperry
8255,POINT (-113.77017178843583 48.62001322182916),2,0.1872,0.1908,0.1738,0.1412,0.1513,0.1466,0.1388,0.1007,0.1577669902912621,20210730,Sperry
8256,POINT (-113.7693680377068 48.620693407650634),2,0.1056,0.165,0.1454,0.1122,0.1125,0.1058,0.0992,0.0825,0.2490537471612415,20210730,Sperry
8257,POINT (-113.76768597027002 48.62059126803272),2,0.2088,0.2298,0.2202,0.2092,0.1914,0.1765,0.1727,0.1666,0.1418633540372671,20210730,Sperry
8258,POINT (-113.76822357890987 48.62183281558947),2,0.0737,0.1576,0.1354,0.105,0.0944,0.0872,0.0803,0.0744,0.324926439680538,20210730,Sperry
8259,POINT (-113.76909746307672 48.62216735323294),2,0.0938,0.1874,0.1672,0.1372,0.118,0.1041,0.1025,0.1122,0.2928596067609521,20210730,Sperry
8260,POINT (-113.76666532831118 48.62100738883318),2,0.1636,0.1824,0.1616,0.1296,0.1277,0.1201,0.1074,0.0894,0.2587991718426501,20210730,Sperry
8261,POINT (-113.76633509669315 48.62101259455123),2,0.1636,0.1876,0.1646,0.1308,0.1281,0.1211,0.1122,0.0935,0.2515010006671114,20210730,Sperry
8262,POINT (-113.76601902868347 48.621878524177774),2,0.056,0.1412,0.1262,0.0973,0.0899,0.0847,0.0738,0.0672,0.3134883720930232,20210730,Sperry
8263,POINT (-113.76695264963001 48.62127042074456),2,0.115,0.1692,0.1522,0.1282,0.1158,0.1121,0.1025,0.091,0.2454913507545086,20210730,Sperry
8264,POINT (-113.76921503643355 48.62086039321106),2,0.0752,0.1544,0.1346,0.1084,0.0848,0.0831,0.0745,0.0745,0.3490607252075142,20210730,Sperry
8265,POINT (-113.76920078203905 48.622295118514124),2,0.0938,0.1902,0.1838,0.1516,0.1514,0.1449,0.1327,0.128,0.1780737070300402,20210730,Sperry
8266,POINT (-113.77004053414137 48.621411780733986),2,0.0742,0.1528,0.1288,0.1052,0.0898,0.0839,0.0797,0.0717,0.3144086021505377,20210730,Sperry
8267,POINT (-113.7581441049234 48.61783027074241),2,0.2617,0.248,0.26,0.2576,0.2768,0.2721,0.2649,0.2364,-0.0329498927666212,20210730,Sperry
8268,POINT (-113.75835346519308 48.61803183184572),2,0.3183,0.322,0.3312,0.3398,0.3607,0.3522,0.3435,0.32,-0.0323065364387678,20210730,Sperry
8269,POINT (-113.75862501358687 48.61811089161321),2,0.3183,0.3702,0.3882,0.3858,0.4448,0.4382,0.4262,0.3538,-0.0703164239075841,20210730,Sperry
8270,POINT (-113.7580949575594 48.61810933072908),2,0.2617,0.2972,0.3144,0.3062,0.3683,0.3561,0.3505,0.2906,-0.0822911841902114,20210730,Sperry
8271,POINT (-113.76943339844472 48.617329342203675),2,0.196,0.2478,0.2604,0.2554,0.2468,0.2266,0.221,0.215,0.0571672354948805,20210730,Sperry
8272,POINT (-113.76611567718219 48.62061722931327),2,0.3066,0.2232,0.2078,0.1782,0.2103,0.2054,0.1964,0.1366,0.0638703527168732,20210730,Sperry
8273,POINT (-113.76617189532111 48.62087621809145),2,0.2483,0.1984,0.1764,0.1424,0.1643,0.1506,0.1441,0.1023,0.1585401459854014,20210730,Sperry
8274,POINT (-113.76687976985474 48.62113238459887),2,0.1636,0.1804,0.1624,0.136,0.1405,0.1304,0.1221,0.0956,0.1927272727272727,20210730,Sperry
8275,POINT (-113.76635142891706 48.621200752264926),2,0.1636,0.1688,0.1516,0.1226,0.1204,0.112,0.1062,0.083,0.2276363636363636,20210730,Sperry
8276,POINT (-113.76660612812039 48.62137247135133),2,0.115,0.1536,0.137,0.1104,0.1132,0.1066,0.0995,0.0739,0.2137495061240615,20210730,Sperry
8277,POINT (-113.76801939665401 48.62163065836325),2,0.0834,0.1334,0.1142,0.0919,0.0809,0.0778,0.0712,0.0634,0.3040078201368523,20210730,Sperry
8278,POINT (-113.768536634719 48.62198930659355),2,0.0737,0.1522,0.1348,0.102,0.0843,0.0773,0.0726,0.0677,0.3540925266903915,20210730,Sperry
8279,POINT (-113.76903849714314 48.622342937879246),2,0.0938,0.118,0.117,0.1192,0.1408,0.1483,0.126,0.122,-0.0327868852459016,20210730,Sperry
8280,POINT (-113.76916789658314 48.62070054717778),2,0.1056,0.1466,0.1274,0.0979,0.0857,0.0765,0.0742,0.067,0.3278985507246377,20210730,Sperry
8281,POINT (-113.769441016951 48.62040962237537),2,0.1056,0.1628,0.1428,0.1108,0.0787,0.0846,0.0729,0.0791,0.381417055579126,20210730,Sperry
8282,POINT (-113.7702185301552 48.621499087260894),2,0.0742,0.1484,0.1282,0.0993,0.0898,0.0839,0.0797,0.0711,0.3011836913634371,20210730,Sperry
8283,POINT (-113.77086263650955 48.621506438876374),2,0.0883,0.1344,0.1146,0.0915,0.0749,0.0752,0.0746,0.067,0.2861244019138755,20210730,Sperry
8284,POINT (-113.77134080941602 48.621789000592834),2,0.1146,0.1738,0.1768,0.189,0.1991,0.2018,0.1942,0.15,-0.0554347826086956,20210730,Sperry
8285,POINT (-113.76900420648974 48.62197710653453),2,0.0938,0.138,0.1162,0.0948,0.0841,0.0819,0.0775,0.0634,0.2807424593967517,20210730,Sperry
8286,POINT (-113.76741015414936 48.62049470786033),2,0.2088,0.2228,0.2094,0.1936,0.225,0.2109,0.2143,0.1528,0.0194463509494395,20210730,Sperry
8287,POINT (-113.76856693608421 48.6204032662824),2,0.1461,0.1614,0.1388,0.1114,0.097,0.0863,0.0826,0.0747,0.3229508196721311,20210730,Sperry
8288,POINT (-113.76597141592704 48.62076017712989),2,0.2483,0.2834,0.2656,0.2416,0.2964,0.2845,0.2598,0.232,0.0434462444771723,20210730,Sperry
8289,POINT (-113.7659045687692 48.620979034490276),2,0.2483,0.2338,0.2118,0.1782,0.2689,0.2603,0.227,0.1598,0.0147569444444444,20210730,Sperry
8290,POINT (-113.76962550394192 48.61957659776999),2,0.3005,0.2278,0.211,0.1864,0.1895,0.1791,0.1694,0.146,0.1470292044310171,20210730,Sperry
8291,POINT (-113.7699458006082 48.61996616927299),2,0.1872,0.1976,0.1786,0.1456,0.1371,0.1251,0.1243,0.1036,0.2277104690897794,20210730,Sperry
8292,POINT (-113.76961320625145 48.61978644058962),2,0.1872,0.2108,0.2008,0.1746,0.1635,0.1578,0.1444,0.1324,0.1869369369369369,20210730,Sperry
8293,POINT (-113.76913584603696 48.61951198470837),2,0.209,0.2266,0.2104,0.1812,0.1895,0.1886,0.1714,0.1384,0.1386934673366834,20210730,Sperry
8294,POINT (-113.76916233811615 48.61928300887046),2,0.209,0.2548,0.245,0.2316,0.2664,0.2543,0.2517,0.1868,0.0061204343534058,20210730,Sperry
8295,POINT (-113.76871691888167 48.619327863357164),2,0.1809,0.2396,0.2236,0.2182,0.1714,0.1653,0.1585,0.1744,0.2037176588796785,20210730,Sperry
8296,POINT (-113.77017076655395 48.62017020775724),2,0.1872,0.1896,0.1724,0.1474,0.1366,0.1345,0.1186,0.103,0.2303698896820246,20210730,Sperry
8297,POINT (-113.7701094907811 48.61979380772746),2,0.1872,0.2146,0.1994,0.174,0.1651,0.1603,0.1496,0.1254,0.1784733662822624,20210730,Sperry
8298,POINT (-113.76980457080855 48.6195042963207),2,0.3005,0.235,0.2296,0.2192,0.2656,0.2605,0.2566,0.1678,-0.0439381611065907,20210730,Sperry
8299,POINT (-113.75171064543791 48.62691604291535),3,0.1363,0.1536,0.176,0.1796,0.1963,0.1857,0.1734,0.1436,-0.0605504587155963,20210730,Sperry
8300,POINT (-113.75131646500706 48.62644077517869),3,0.165,0.1918,0.2082,0.2146,0.2324,0.2171,0.2231,0.1794,-0.0754398650277175,20210730,Sperry
8301,POINT (-113.751282636966 48.62603355882758),3,0.1946,0.2236,0.2376,0.2536,0.2578,0.252,0.2275,0.2152,-0.0086455331412104,20210730,Sperry
8302,POINT (-113.75142087473793 48.62559582057244),3,0.213,0.2458,0.2702,0.2862,0.2876,0.2784,0.2535,0.2426,-0.0154215902263168,20210730,Sperry
8303,POINT (-113.75108918969863 48.62538855470494),3,0.3057,0.2632,0.2956,0.3084,0.3152,0.3004,0.295,0.2732,-0.0569688283769258,20210730,Sperry
8304,POINT (-113.75112254783592 48.62574609434408),3,0.285,0.245,0.2714,0.2962,0.3052,0.2989,0.2774,0.2636,-0.062021439509954,20210730,Sperry
8305,POINT (-113.75181316980816 48.625872382451696),3,0.1946,0.2114,0.2238,0.2298,0.2409,0.2216,0.1986,0.1744,0.0312195121951219,20210730,Sperry
8306,POINT (-113.7520038031695 48.62621933300358),3,0.1946,0.1788,0.1896,0.1936,0.2042,0.1881,0.168,0.1434,0.0311418685121106,20210730,Sperry
8307,POINT (-113.75199159326822 48.62651248312579),3,0.165,0.1566,0.1714,0.1748,0.1849,0.1759,0.1519,0.13,0.0152350081037276,20210730,Sperry
8308,POINT (-113.75226338802982 48.62672496624256),3,0.14,0.1182,0.1284,0.1312,0.1489,0.1415,0.129,0.1054,-0.0436893203883495,20210730,Sperry
8309,POINT (-113.75269891548294 48.626817539439216),3,0.1336,0.1366,0.1424,0.1456,0.1351,0.1458,0.1202,0.1204,0.0638629283489096,20210730,Sperry
8310,POINT (-113.75299795519388 48.6267417750302),3,0.1388,0.1574,0.168,0.1696,0.1862,0.1745,0.1599,0.1266,-0.0078789788843365,20210730,Sperry
8311,POINT (-113.75282927460356 48.62634008662293),3,0.14,0.1628,0.1774,0.1778,0.1802,0.1633,0.1475,0.1314,0.0493071221398646,20210730,Sperry
8312,POINT (-113.75245940202029 48.62605846515827),3,0.1676,0.2124,0.2238,0.2178,0.2212,0.1995,0.1792,0.1528,0.0847803881511746,20210730,Sperry
8313,POINT (-113.75246270115895 48.626406196843156),3,0.14,0.156,0.1658,0.1694,0.1778,0.1675,0.1484,0.1196,0.0249671484888304,20210730,Sperry
8314,POINT (-113.75240242157143 48.62558179538739),3,0.1951,0.2066,0.2214,0.2104,0.2233,0.1954,0.1692,0.1432,0.0995210218201171,20210730,Sperry
8315,POINT (-113.75222413393682 48.62574647566459),3,0.1676,0.2086,0.2236,0.2294,0.2341,0.2129,0.1959,0.1784,0.0313967861557478,20210730,Sperry
8316,POINT (-113.75191511188174 48.62555898813506),3,0.213,0.2294,0.249,0.254,0.2465,0.2238,0.2062,0.197,0.0532598714416896,20210730,Sperry
8317,POINT (-113.751673627266 48.625381154482426),3,0.213,0.2314,0.2512,0.2548,0.256,0.2441,0.2243,0.2112,0.0155804257186745,20210730,Sperry
8318,POINT (-113.75137917341047 48.62514889589647),3,0.213,0.25,0.2686,0.2764,0.2918,0.2695,0.2522,0.2212,-0.0043807248108322,20210730,Sperry
8319,POINT (-113.75160067782544 48.62480023054276),3,0.2375,0.2392,0.2476,0.2422,0.228,0.2202,0.1854,0.1736,0.1267074894017898,20210730,Sperry
8320,POINT (-113.75167349087191 48.62457637818022),3,0.31,0.2476,0.262,0.2656,0.2788,0.2639,0.2205,0.211,0.0578936124759666,20210730,Sperry
8321,POINT (-113.75175323034175 48.62429288387562),3,0.31,0.2662,0.2916,0.2962,0.2944,0.2732,0.2546,0.253,0.0222734254992319,20210730,Sperry
8322,POINT (-113.75214080174537 48.6240726855393),3,0.4347,0.2556,0.2764,0.2784,0.2899,0.3147,0.2685,0.2132,-0.0246136233543217,20210730,Sperry
8323,POINT (-113.75241235098635 48.62426032640474),3,0.2128,0.2272,0.2472,0.2442,0.2626,0.2354,0.221,0.1752,0.0138331102186524,20210730,Sperry
8324,POINT (-113.75255025132493 48.624577687492604),3,0.2128,0.2244,0.2256,0.213,0.2294,0.2066,0.1791,0.143,0.112267657992565,20210730,Sperry
8325,POINT (-113.75276379463247 48.62496924973462),3,0.204,0.2626,0.2808,0.268,0.2604,0.2552,0.2013,0.1982,0.1321405475317956,20210730,Sperry
8326,POINT (-113.75294514700188 48.625127461087004),3,0.1905,0.2408,0.2406,0.227,0.2321,0.204,0.1774,0.1422,0.1516021042563366,20210730,Sperry
8327,POINT (-113.7533381600573 48.625478531594446),3,0.1758,0.1816,0.1924,0.1928,0.2032,0.1859,0.1637,0.1338,0.0518389805965826,20210730,Sperry
8328,POINT (-113.7536478988569 48.62574052982289),3,0.1758,0.1958,0.2054,0.1992,0.2108,0.188,0.17,0.1382,0.0705303444505193,20210730,Sperry
8329,POINT (-113.75386861689992 48.62609728904049),3,0.1382,0.1434,0.1578,0.1528,0.1607,0.148,0.1378,0.1116,0.0199146514935988,20210730,Sperry
8330,POINT (-113.75400700195735 48.62646432893992),3,0.1364,0.2172,0.2236,0.2158,0.2134,0.1907,0.1745,0.1536,0.1090119989788103,20210730,Sperry
8331,POINT (-113.75422180975906 48.6262001350154),3,0.1382,0.2002,0.2178,0.2144,0.2011,0.1849,0.175,0.1526,0.0671641791044776,20210730,Sperry
8332,POINT (-113.75362161223298 48.62612812909099),3,0.1499,0.1772,0.1876,0.1786,0.1841,0.1692,0.1438,0.1206,0.10404984423676,20210730,Sperry
8333,POINT (-113.75326007840508 48.62593589574196),3,0.1499,0.1944,0.1986,0.1964,0.1812,0.1681,0.1464,0.1328,0.1408450704225352,20210730,Sperry
8334,POINT (-113.75294986937514 48.62562422036487),3,0.1758,0.1944,0.2008,0.1946,0.1957,0.1765,0.1564,0.1372,0.1083238312428733,20210730,Sperry
8335,POINT (-113.75256449416483 48.625288019976104),3,0.1951,0.2442,0.252,0.2364,0.2345,0.2116,0.1744,0.146,0.1667462971810798,20210730,Sperry
8336,POINT (-113.75227625487652 48.62492160758604),3,0.204,0.228,0.2296,0.2278,0.213,0.2021,0.1767,0.165,0.1267605633802817,20210730,Sperry
8337,POINT (-113.75200352471103 48.624609776271164),3,0.31,0.2264,0.2352,0.23,0.2413,0.2241,0.1975,0.1732,0.0681764567114885,20210730,Sperry
8338,POINT (-113.75191063653838 48.62508706881298),3,0.2375,0.2156,0.2282,0.2212,0.2352,0.2129,0.1914,0.1584,0.0594594594594595,20210730,Sperry
8339,POINT (-113.75222823377376 48.62538877855623),3,0.1951,0.2134,0.2236,0.217,0.2185,0.2027,0.1754,0.15,0.0977366255144033,20210730,Sperry
8340,POINT (-113.75331958061243 48.625101056744526),3,0.1905,0.2254,0.2382,0.2228,0.2235,0.2022,0.1689,0.1454,0.1432919097134161,20210730,Sperry
8341,POINT (-113.75360735743452 48.62541779199403),3,0.1758,0.212,0.221,0.2182,0.2212,0.1986,0.1751,0.1514,0.0953242056316197,20210730,Sperry
8342,POINT (-113.75399250635473 48.625729152007096),3,0.1456,0.2156,0.2254,0.222,0.2187,0.1946,0.1688,0.1486,0.1217481789802289,20210730,Sperry
8343,POINT (-113.753181437782 48.624758857029505),3,0.1905,0.2476,0.2614,0.2342,0.207,0.1886,0.1593,0.141,0.2170066355369869,20210730,Sperry
8344,POINT (-113.7529308969915 48.62441712790121),3,0.2128,0.2372,0.2486,0.2372,0.2538,0.2317,0.2049,0.1638,0.0730603935761139,20210730,Sperry
8345,POINT (-113.75265005571492 48.62404075148361),3,0.2776,0.3084,0.312,0.3072,0.2842,0.263,0.2304,0.2154,0.1447661469933185,20210730,Sperry
8346,POINT (-113.75267972401578 48.6237520466509),3,0.2776,0.2484,0.2604,0.2634,0.2586,0.2396,0.2277,0.2048,0.0434782608695652,20210730,Sperry
8347,POINT (-113.75371467754762 48.62325538337822),3,0.3089,0.3152,0.331,0.3354,0.3129,0.2812,0.2761,0.2558,0.0661254862168103,20210730,Sperry
8348,POINT (-113.75333176364958 48.623596695720686),3,0.2141,0.2632,0.2756,0.268,0.2668,0.2346,0.2202,0.1942,0.0889532478278857,20210730,Sperry
8349,POINT (-113.75330618749878 48.62403005287942),3,0.2141,0.217,0.229,0.2188,0.2196,0.1992,0.1665,0.1472,0.1316818774445892,20210730,Sperry
8350,POINT (-113.75359824679276 48.62428484156512),3,0.1989,0.1832,0.1968,0.1852,0.2028,0.1726,0.1684,0.132,0.0420932878270762,20210730,Sperry
8351,POINT (-113.75395154996191 48.624731383010555),3,0.1653,0.1766,0.189,0.1876,0.1867,0.1682,0.1513,0.1312,0.077157670021348,20210730,Sperry
8352,POINT (-113.75425118399099 48.62500091007325),3,0.1653,0.2026,0.2034,0.193,0.1896,0.1674,0.1419,0.122,0.1761973875181422,20210730,Sperry
8353,POINT (-113.75435853414481 48.62535494014971),3,0.1456,0.1516,0.155,0.1514,0.1566,0.144,0.1231,0.1074,0.1037495449581362,20210730,Sperry
8354,POINT (-113.75486136552013 48.62512635706923),3,0.1625,0.2024,0.1992,0.1912,0.1691,0.162,0.1323,0.1312,0.2094412907080967,20210730,Sperry
8355,POINT (-113.75470174471235 48.624743006538274),3,0.1625,0.2134,0.2176,0.204,0.1977,0.1748,0.1499,0.1252,0.174786677676851,20210730,Sperry
8356,POINT (-113.75446076616889 48.62439446145525),3,0.1903,0.2294,0.23,0.2126,0.2075,0.1831,0.1527,0.1322,0.2007327924627061,20210730,Sperry
8357,POINT (-113.75428719007691 48.62410471381464),3,0.2034,0.246,0.245,0.2248,0.2243,0.2082,0.1701,0.1422,0.1824080749819754,20210730,Sperry
8358,POINT (-113.75421034315553 48.623834253871514),3,0.2034,0.2068,0.2098,0.1974,0.1964,0.1759,0.1542,0.1266,0.1457063711911357,20210730,Sperry
8359,POINT (-113.75410158252325 48.623332532762156),3,0.2308,0.2032,0.2142,0.2064,0.2376,0.2331,0.1956,0.1582,0.0190571715145436,20210730,Sperry
8360,POINT (-113.75427684335104 48.623021628592255),3,0.2925,0.2434,0.2548,0.2482,0.2671,0.2655,0.2203,0.1954,0.049816691826612,20210730,Sperry
8361,POINT (-113.75371274670697 48.62383141760916),3,0.2141,0.18,0.1872,0.1818,0.2035,0.189,0.1661,0.1346,0.0401618029471251,20210730,Sperry
8362,POINT (-113.75406675401062 48.62435180445325),3,0.1903,0.2382,0.248,0.2424,0.2224,0.2224,0.18,0.1608,0.1391678622668579,20210730,Sperry
8363,POINT (-113.75450096867772 48.62267677020188),3,0.2925,0.2442,0.2588,0.2554,0.2684,0.2427,0.2313,0.1912,0.0271293375394321,20210730,Sperry
8364,POINT (-113.75466166404628 48.62305940064748),3,0.2308,0.195,0.204,0.2018,0.2298,0.1999,0.188,0.144,0.0182767624020887,20210730,Sperry
8365,POINT (-113.75455094481465 48.6234242438158),3,0.2308,0.2346,0.2408,0.2238,0.2492,0.2406,0.2076,0.1544,0.0610583446404341,20210730,Sperry
8366,POINT (-113.7545673012257 48.62364185547399),3,0.2034,0.2422,0.2648,0.271,0.239,0.2261,0.1938,0.1986,0.1110091743119266,20210730,Sperry
8367,POINT (-113.75472777119195 48.62400082757771),3,0.2247,0.2604,0.263,0.236,0.2273,0.1985,0.1684,0.146,0.2145522388059702,20210730,Sperry
8368,POINT (-113.75497963299173 48.62421271803753),3,0.2023,0.197,0.2052,0.1892,0.2044,0.1822,0.1501,0.124,0.1351195620858542,20210730,Sperry
8369,POINT (-113.75513965424528 48.6245243708582),3,0.2023,0.2072,0.2084,0.1938,0.1967,0.1762,0.1513,0.1266,0.1559274755927475,20210730,Sperry
8370,POINT (-113.75517169049078 48.624888616339994),3,0.1625,0.2154,0.223,0.2092,0.205,0.1746,0.1549,0.132,0.1633810423980556,20210730,Sperry
8371,POINT (-113.75560291538945 48.62519439785165),3,0.184,0.1724,0.1818,0.1752,0.1811,0.162,0.1491,0.1184,0.0724727838258164,20210730,Sperry
8372,POINT (-113.75581318090869 48.62553423406772),3,0.1473,0.181,0.1858,0.1832,0.191,0.1748,0.1504,0.1312,0.092335546167773,20210730,Sperry
8373,POINT (-113.7564160501972 48.625872418496975),3,0.146,0.1912,0.2036,0.2012,0.1968,0.1755,0.1573,0.1464,0.097274031563845,20210730,Sperry
8374,POINT (-113.7569884697097 48.62601197456646),3,0.1585,0.1942,0.1998,0.1918,0.1978,0.1763,0.1535,0.1288,0.1170549324129997,20210730,Sperry
8375,POINT (-113.75732037231464 48.626379692009756),3,0.1585,0.21,0.217,0.209,0.2063,0.1908,0.1574,0.146,0.1431682090364724,20210730,Sperry
8376,POINT (-113.75779800369891 48.62631142455329),3,0.1721,0.1662,0.1928,0.1836,0.1696,0.1711,0.124,0.13,0.1454169538249482,20210730,Sperry
8377,POINT (-113.75785892843665 48.625965710769414),3,0.1721,0.1848,0.1908,0.1806,0.1899,0.163,0.1444,0.1196,0.1227217496962332,20210730,Sperry
8378,POINT (-113.75746041268572 48.62609516483433),3,0.1585,0.175,0.186,0.1748,0.1947,0.1693,0.1489,0.1176,0.080580426057425,20210730,Sperry
8379,POINT (-113.75757817199646 48.62572081829927),3,0.1832,0.2124,0.222,0.2062,0.198,0.1771,0.1489,0.1266,0.1757542208690838,20210730,Sperry
8380,POINT (-113.75810649190129 48.62572805053655),3,0.1935,0.2176,0.2272,0.216,0.2041,0.175,0.1563,0.1404,0.163947579566729,20210730,Sperry
8381,POINT (-113.75862731019141 48.625697453449966),3,0.1935,0.2014,0.2156,0.2024,0.2099,0.1859,0.1582,0.1364,0.1201334816462735,20210730,Sperry
8382,POINT (-113.75928384704528 48.625675742780864),3,0.1928,0.2352,0.2374,0.2238,0.2279,0.2029,0.1771,0.1524,0.1409168081494057,20210730,Sperry
8383,POINT (-113.75980466634977 48.625645139309476),3,0.2222,0.227,0.2374,0.228,0.2505,0.2063,0.1959,0.1512,0.0735398439347363,20210730,Sperry
8384,POINT (-113.75977986844872 48.62529505366549),3,0.239,0.2372,0.2438,0.2388,0.2722,0.2287,0.2205,0.1644,0.0364867817347607,20210730,Sperry
8385,POINT (-113.75966186227102 48.62490277360058),3,0.239,0.2836,0.2878,0.269,0.2747,0.2397,0.2074,0.1764,0.1551934826883911,20210730,Sperry
8386,POINT (-113.75954339951305 48.624463173227305),3,0.2471,0.312,0.3166,0.2966,0.2743,0.2408,0.2028,0.1808,0.2121212121212121,20210730,Sperry
8387,POINT (-113.75926857923284 48.62483345867865),3,0.2523,0.282,0.2842,0.2644,0.2665,0.2287,0.1963,0.1626,0.1791762492159732,20210730,Sperry
8388,POINT (-113.75942886263067 48.6251687714878),3,0.2523,0.2652,0.2662,0.2544,0.2539,0.2225,0.1894,0.1666,0.1667399912010558,20210730,Sperry
8389,POINT (-113.75946706652978 48.625428885934326),3,0.2222,0.247,0.252,0.2426,0.2383,0.2153,0.1837,0.1572,0.1469700487578361,20210730,Sperry
8390,POINT (-113.7589253375425 48.62551163187936),3,0.1928,0.2702,0.2776,0.267,0.2568,0.2274,0.1902,0.1688,0.1737619461337966,20210730,Sperry
8391,POINT (-113.75898011598656 48.625270052824256),3,0.2523,0.2674,0.2774,0.2652,0.2576,0.2298,0.1954,0.1748,0.1555747623163354,20210730,Sperry
8392,POINT (-113.75897851848724 48.62510442943565),3,0.2523,0.2728,0.282,0.274,0.269,0.2351,0.2006,0.1772,0.1525137304604985,20210730,Sperry
8393,POINT (-113.75891872011273 48.6248254780322),3,0.2646,0.277,0.285,0.2676,0.265,0.2301,0.1951,0.1716,0.1734801948739674,20210730,Sperry
8394,POINT (-113.7591376262992 48.62457847075815),3,0.2646,0.2724,0.2756,0.259,0.2658,0.2353,0.1994,0.165,0.1547265790589232,20210730,Sperry
8395,POINT (-113.75878617159033 48.62440486709199),3,0.2646,0.2612,0.2688,0.252,0.2618,0.2314,0.197,0.1664,0.1401134875600174,20210730,Sperry
8396,POINT (-113.7587047770349 48.624107079010805),3,0.2655,0.2662,0.2818,0.2654,0.2731,0.2479,0.2072,0.1792,0.124630333755809,20210730,Sperry
8397,POINT (-113.75870976880267 48.623884641186706),3,0.2655,0.2862,0.2896,0.2742,0.2689,0.2309,0.1994,0.1866,0.1787479406919275,20210730,Sperry
8398,POINT (-113.75844333674954 48.62364442560342),3,0.2791,0.314,0.3244,0.3034,0.2956,0.2616,0.2174,0.1844,0.1817839668799397,20210730,Sperry
8399,POINT (-113.75798482374516 48.62347127536026),3,0.2791,0.2896,0.3042,0.2924,0.3024,0.262,0.2175,0.1918,0.1421810293827647,20210730,Sperry
8400,POINT (-113.75770362091284 48.623179067209904),3,0.2637,0.304,0.3174,0.298,0.318,0.2795,0.2474,0.1996,0.1026478055857816,20210730,Sperry
8401,POINT (-113.75747902202852 48.62283456504582),3,0.2656,0.2636,0.2752,0.2654,0.2834,0.2414,0.211,0.1764,0.1108301727770754,20210730,Sperry
8402,POINT (-113.75727512492332 48.62315721955478),3,0.2656,0.2658,0.2728,0.2776,0.2842,0.2634,0.2413,0.2164,0.0483139420232695,20210730,Sperry
8403,POINT (-113.75742106959969 48.62348785853992),3,0.2637,0.2942,0.3016,0.299,0.2999,0.2739,0.2388,0.214,0.1039399624765478,20210730,Sperry
8404,POINT (-113.75770249920289 48.623803728028555),3,0.258,0.2868,0.2994,0.2696,0.2702,0.2355,0.2011,0.1644,0.1756507481041196,20210730,Sperry
8405,POINT (-113.75820375001587 48.62396723460151),3,0.2683,0.3278,0.332,0.3082,0.3011,0.2607,0.2223,0.1938,0.1917833121250681,20210730,Sperry
8406,POINT (-113.75814192517939 48.624218306233765),3,0.2683,0.2902,0.2962,0.275,0.2795,0.2418,0.203,0.1712,0.1768045417680454,20210730,Sperry
8407,POINT (-113.75835948571842 48.62457230481611),3,0.2681,0.3064,0.3168,0.2946,0.2885,0.2583,0.2141,0.1836,0.1773294908741594,20210730,Sperry
