geometry,Class,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,NDSI,image_date,site_name
POINT (-145.37262198173403 63.287605254317),1,0.9680550000000001,1.0162900000000001,1.016895,1.0403525,0.8801100000000001,0.20776250000000002,0.21527000000000002,1.0269875000000002,0.6607010531515953,20210804,Gulkana
POINT (-145.37191718864884 63.28690118601911),1,1.0046300000000001,1.0448625,1.0453575000000002,1.0531400000000002,0.8887175,0.2029225,0.21199750000000003,1.010405,0.6748766302432146,20210804,Gulkana
POINT (-145.37140010577633 63.285915697597254),1,0.9282625000000001,0.9638475000000001,0.9511975000000001,0.9554050000000001,0.8005800000000001,0.20044750000000003,0.20930250000000003,1.0049050000000002,0.6518935956826973,20210804,Gulkana
POINT (-145.37026082987526 63.28479419848144),1,1.0514625000000002,1.0823450000000001,1.0662575,1.0916125,0.9059875000000001,0.19992500000000002,0.20944000000000002,1.0038875,0.6842082401233629,20210804,Gulkana
POINT (-145.36972929346103 63.28406632158491),1,0.8724925000000001,0.8930625000000001,0.8865725000000001,0.8921000000000001,0.74536,0.19778,0.207295,1.0034750000000001,0.6352108746925009,20210804,Gulkana
POINT (-145.3714902064989 63.28431846772817),1,0.8262375000000001,0.843755,0.8570650000000001,0.83369,0.708895,0.19720250000000003,0.206745,1.0042725000000001,0.6258966533635912,20210804,Gulkana
POINT (-145.373574191809 63.28493517777701),1,0.9059600000000001,0.9192150000000001,0.9123950000000001,0.9296925,0.7658475,0.20055750000000003,0.20839500000000002,1.0043275,0.6395937832027871,20210804,Gulkana
POINT (-145.37619795721088 63.28511977801529),1,0.97284,0.9888450000000001,0.9880475000000001,1.0068300000000001,0.8410325000000001,0.20427,0.21065000000000003,1.0040250000000002,0.6573563669073044,20210804,Gulkana
POINT (-145.37828933750856 63.285607610298754),1,1.0049325,1.034275,1.030205,1.0395825,0.8712275,0.20407750000000002,0.209935,1.0041075000000002,0.669318004589711,20210804,Gulkana
POINT (-145.37586689027606 63.28591513294977),1,0.9857100000000001,1.00452,0.99726,1.0147775,0.8515650000000001,0.20446250000000002,0.21056750000000002,1.0037775,0.6597176136753702,20210804,Gulkana
POINT (-145.3748562858638 63.28657384554785),1,1.05193,1.0738750000000001,1.0686225,1.0856175000000001,0.9135500000000001,0.20553500000000002,0.21180500000000002,1.00408,0.6773789739494529,20210804,Gulkana
POINT (-145.37369217833668 63.285890324289944),1,0.9785600000000001,1.0061975,1.003365,1.0180500000000001,0.8652875000000001,0.20339000000000002,0.21087000000000003,1.0042725000000001,0.6629141789344151,20210804,Gulkana
POINT (-145.37212753118072 63.28520221673494),1,0.9777625000000001,0.9941525000000001,0.9954450000000001,1.0017150000000001,0.8342950000000001,0.200915,0.20911000000000002,1.0042175,0.6641228392791468,20210804,Gulkana
POINT (-145.3730879462994 63.28645054954759),1,1.0258325000000001,1.0600150000000002,1.0512975,1.0653775,0.8974900000000001,0.204105,0.21158500000000002,1.0045475000000001,0.6748373529605047,20210804,Gulkana
POINT (-145.37615156740264 63.28798064544464),1,1.02872,1.055285,1.0517375,1.0714000000000001,0.9040900000000001,0.20776250000000002,0.21227250000000003,1.0053450000000002,0.6700873362445414,20210804,Gulkana
POINT (-145.3779538715597 63.28444376612091),1,0.9429475,0.9669275,0.9716850000000001,0.9727575,0.8223600000000001,0.20374750000000003,0.20988,1.004135,0.6533233511920081,20210804,Gulkana
POINT (-145.37883396780128 63.284067109140715),1,0.8497225,0.8739225,0.8708975000000001,0.8745825,0.73975,0.2023725,0.20889000000000002,1.00353,0.6228861330326945,20210804,Gulkana
POINT (-145.37941573091743 63.28492441309632),1,0.9942350000000001,1.019425,1.0255850000000002,1.0419475,0.8754350000000001,0.204215,0.210375,1.0021550000000001,0.6678890876565295,20210804,Gulkana
POINT (-145.380362583139 63.285399190581785),1,0.9909350000000001,1.0115875,1.0255025,1.03895,0.8784875000000001,0.20454500000000003,0.20988,1.0038325000000001,0.6674193476268193,20210804,Gulkana
POINT (-145.38230690758377 63.28544706009358),1,0.9657450000000001,0.9920350000000001,1.0044375,1.029325,0.8660850000000001,0.20336250000000003,0.209825,1.00452,0.6632513661202185,20210804,Gulkana
POINT (-145.38369193278058 63.28525655406544),1,0.8960600000000001,0.909645,0.9209750000000001,0.9447625000000001,0.7992325000000001,0.20300500000000002,0.2088625,1.00441,0.6387747112937953,20210804,Gulkana
POINT (-145.3854102218558 63.28525026006356),1,0.8923200000000001,0.909865,0.9177575000000001,0.9350275000000001,0.776325,0.20168500000000003,0.20784500000000003,1.0053725,0.6396688530228216,20210804,Gulkana
POINT (-145.3871169963595 63.2854500411009),1,0.9072250000000001,0.928235,0.9396475000000001,0.9618125000000001,0.806795,0.2022075,0.20850500000000002,1.005125,0.6458263089446559,20210804,Gulkana
POINT (-145.38901273337902 63.28534259937349),1,0.9097000000000001,0.932525,0.950455,0.9834550000000001,0.8340475,0.203775,0.20963250000000003,1.0051525000000001,0.6469074621176022,20210804,Gulkana
POINT (-145.39050211298482 63.28533365522598),1,0.9064000000000001,0.92917,0.9365125000000001,0.958265,0.8064375,0.2024825,0.20894500000000002,1.0065825000000002,0.6444541020812208,20210804,Gulkana
POINT (-145.391983050601 63.28444814040985),1,0.8653150000000001,0.8813750000000001,0.89265,0.9109650000000001,0.7668375000000001,0.20333500000000002,0.20944000000000002,1.00881,0.6289456516284438,20210804,Gulkana
POINT (-145.39029928248115 63.28383622546724),1,0.8078400000000001,0.8323425000000001,0.8402900000000001,0.8404275000000001,0.7166775000000001,0.20185000000000003,0.20889000000000002,1.0085625,0.6126240236436564,20210804,Gulkana
POINT (-145.38872256183927 63.284385522402154),1,0.8705675,0.8895425000000001,0.9034575000000001,0.9207550000000001,0.7805875000000001,0.2027025,0.20911000000000002,1.0054825,0.6335023866348449,20210804,Gulkana
POINT (-145.38700432439006 63.28439185650529),1,0.8498875000000001,0.8716675,0.8811000000000001,0.8936950000000001,0.7497600000000001,0.20185000000000003,0.20790000000000003,1.005455,0.6272219400711022,20210804,Gulkana
POINT (-145.3850586212452 63.28436981322573),1,0.89265,0.9099750000000001,0.9232575000000001,0.9392625000000001,0.7896350000000001,0.20234500000000002,0.20872500000000002,1.0057575,0.6404681048593975,20210804,Gulkana
POINT (-145.38328604333356 63.28432392986292),1,0.9243575,0.9429475,0.9646175000000001,0.9679175000000001,0.8123775000000001,0.20308750000000003,0.20902750000000003,1.00452,0.6521595779756016,20210804,Gulkana
POINT (-145.38140335181006 63.2841994384168),1,0.8559100000000001,0.8728775000000001,0.8739225,0.8885250000000001,0.7511350000000001,0.20240000000000002,0.20894500000000002,1.0040525,0.6239045453384092,20210804,Gulkana
POINT (-145.38147736541296 63.28492207201262),1,0.958045,0.976195,0.9890375000000001,1.0082600000000002,0.8489800000000001,0.20361,0.209605,1.00397,0.6585579561437894,20210804,Gulkana
POINT (-145.390311981864 63.2846354945479),1,0.8921825000000001,0.9161900000000001,0.9241650000000001,0.9563400000000001,0.8099575000000001,0.203665,0.20990750000000002,1.0068025,0.6388374134399688,20210804,Gulkana
POINT (-145.39367692397707 63.2848797012203),1,0.8748575000000001,0.8917700000000001,0.9018625000000001,0.9131925000000001,0.7621350000000001,0.20077750000000003,0.2085325,1.008645,0.6358240223463687,20210804,Gulkana
POINT (-145.3654153603397 63.28579979895866),1,0.9755900000000001,1.0069125,1.0169225000000002,1.012385,0.8536,0.1961575,0.20941250000000003,1.02014,0.6765959376133479,20210804,Gulkana
POINT (-145.36101063219155 63.28394671383651),1,1.076955,1.1133650000000002,1.1298650000000001,1.1516725,0.9822175000000001,0.20190500000000003,0.21252000000000001,1.0161525,0.6967869827372595,20210804,Gulkana
POINT (-145.36286152114803 63.28326597861182),1,0.9498775,0.9749025000000001,0.9850775,0.9868375000000001,0.8299500000000001,0.19571750000000002,0.20759750000000002,1.0035025000000002,0.6684987656621175,20210804,Gulkana
POINT (-145.3603884197252 63.28302882736051),1,0.892595,0.90585,0.9173450000000001,0.9148700000000001,0.770275,0.1961575,0.207295,1.004685,0.6476747919290707,20210804,Gulkana
POINT (-145.35857414002558 63.28306485436571),1,0.8963900000000001,0.925815,0.921085,0.93071,0.7834200000000001,0.19780750000000002,0.20770750000000002,1.00804,0.6464226902941972,20210804,Gulkana
POINT (-145.35858376456497 63.282154238162455),1,0.9121475000000001,0.93654,0.9406100000000001,0.9511425000000001,0.7971425000000001,0.19690000000000002,0.207295,1.0043825000000002,0.6538052412726043,20210804,Gulkana
POINT (-145.3604097066468 63.281169672088),1,0.9945375000000001,1.02542,1.0347425000000001,1.0559175,0.8907250000000001,0.19965000000000002,0.20957750000000003,1.0057850000000002,0.6765210417270033,20210804,Gulkana
POINT (-145.36735925283423 63.28272942039934),1,0.8660025000000001,0.8821725,0.8818150000000001,0.865975,0.7096100000000001,0.19445250000000003,0.2056725,1.0042725000000001,0.6386539591690727,20210804,Gulkana
POINT (-145.3661633375372 63.28152038245899),1,1.0403525,1.0692275,1.0541575,1.0738750000000001,0.9034850000000001,0.19835750000000002,0.2089725,1.00529,0.6832652702762043,20210804,Gulkana
POINT (-145.36842256600514 63.281811904997646),1,1.0225325,1.0484375000000001,1.0394725,1.0459075,0.8744175000000001,0.19893500000000003,0.2086975,1.0046300000000001,0.6787244909288743,20210804,Gulkana
POINT (-145.3674962699569 63.28067697303493),1,1.0307825000000002,1.0499775,1.041865,1.0490975,0.8803850000000001,0.19970500000000002,0.20916500000000002,1.0052075,0.6783024718702932,20210804,Gulkana
POINT (-145.3703981586617 63.28068507110849),1,1.0184900000000001,1.0359525,1.0257225,1.029655,0.8573950000000001,0.20055750000000003,0.20889000000000002,1.00496,0.6729009687836384,20210804,Gulkana
POINT (-145.3727923833656 63.280787829434885),1,1.0397475,1.0592725,1.0563575,1.0671925,0.8958125000000001,0.20223500000000003,0.20996250000000002,1.0049875000000001,0.6786330762339677,20210804,Gulkana
POINT (-145.37464014622006 63.28068327788979),1,1.0191225000000002,1.0382075000000002,1.0334225000000001,1.04929,0.8819800000000001,0.2030325,0.20977,1.005455,0.6715893421111162,20210804,Gulkana
POINT (-145.37694118035114 63.28045822090947),1,0.8656725000000001,0.8760125000000001,0.8647925000000001,0.8841800000000001,0.7237450000000001,0.20055750000000003,0.20757000000000003,1.00672,0.623489932885906,20210804,Gulkana
POINT (-145.37993206492536 63.28086920879547),1,0.7911750000000001,0.8121575000000001,0.8334425000000001,0.8258525000000001,0.68783,0.201135,0.20754250000000002,1.0068025,0.6111746099253076,20210804,Gulkana
POINT (-145.37832230159617 63.281705290561014),1,0.89892,0.91839,0.9200675,0.9194625000000001,0.7685150000000001,0.20174000000000003,0.20828500000000003,1.0057025000000002,0.6403304488515186,20210804,Gulkana
POINT (-145.3875036834622 63.28221158550391),1,0.6743,0.6808175000000001,0.6790575000000001,0.6612925000000001,0.5515125000000001,0.197945,0.2053425,1.0080675000000001,0.5485873757486438,20210804,Gulkana
POINT (-145.38605860509875 63.28309987598401),1,0.7493475,0.7580100000000001,0.7579,0.7551500000000001,0.627495,0.20003500000000002,0.20644250000000003,1.00672,0.5823620600562669,20210804,Gulkana
POINT (-145.38843907175132 63.28345350618304),1,0.7785525000000001,0.7964275000000001,0.800745,0.8144675000000001,0.6857675000000001,0.20174000000000003,0.20817500000000003,1.0068300000000001,0.5975201623964448,20210804,Gulkana
POINT (-145.38458575557473 63.28348525106915),1,0.7427750000000001,0.7590000000000001,0.7520425000000001,0.7466800000000001,0.6240300000000001,0.19871500000000003,0.2057825,1.006555,0.5819859427877244,20210804,Gulkana
POINT (-145.3733069134691 63.28255276509225),1,0.9427550000000001,0.9520500000000001,0.9316175000000001,0.9353300000000001,0.7641975000000001,0.19899000000000003,0.20759750000000002,1.004245,0.6479945516016832,20210804,Gulkana
POINT (-145.3736755548042 63.28195386835524),1,0.9855725000000001,1.0037500000000001,0.9891750000000001,0.986315,0.8177675000000001,0.20050250000000003,0.2080925,1.0055375000000002,0.6629296595085643,20210804,Gulkana
POINT (-145.3783567881059 63.28009740289905),1,0.7925225,0.8391075000000001,0.8589075,0.8401525000000001,0.73579,0.20121750000000002,0.20798250000000001,1.0075450000000001,0.6203891050583658,20210804,Gulkana
POINT (-145.377626787531 63.281169653988606),1,0.8830250000000001,0.9023025000000001,0.9020825000000001,0.9070050000000001,0.7591375,0.20152,0.2083125,1.0057575,0.6347960429593084,20210804,Gulkana
POINT (-145.38124173079078 63.28040663990278),1,0.8203250000000001,0.8443875000000001,0.8636925000000001,0.872025,0.7345800000000001,0.20223500000000003,0.20834000000000003,1.006885,0.620546425530817,20210804,Gulkana
POINT (-145.36865439905944 63.279936357476075),1,0.9158325,0.9338175000000001,0.9264200000000001,0.9228450000000001,0.7645275,0.19747750000000003,0.20702,1.005565,0.6485845017005554,20210804,Gulkana
POINT (-145.3704686155338 63.28141463079927),1,1.034715,1.052975,1.0409300000000001,1.04247,0.8675425000000001,0.20031000000000002,0.2088075,1.00496,0.6772421127259838,20210804,Gulkana
POINT (-145.36522642650888 63.280349387648535),1,0.95469,0.9767450000000001,0.9887075000000001,0.9942900000000001,0.8364125000000001,0.1990175,0.2085875,1.0057025000000002,0.6648761287335031,20210804,Gulkana
POINT (-145.3676013285091 63.27881859678753),1,0.8243675,0.8415275000000001,0.8339925,0.8275850000000001,0.6870325,0.1962675,0.20605750000000003,1.0059225,0.6189942344650865,20210804,Gulkana
POINT (-145.3662268546145 63.27845102556938),1,0.7745375000000001,0.7880950000000001,0.78639,0.7746750000000001,0.6453975000000001,0.19580000000000003,0.2056175,1.00584,0.6012991376413931,20210804,Gulkana
POINT (-145.36862513446297 63.27847851382615),1,0.8436450000000001,0.8598150000000001,0.8551125,0.8517575000000001,0.7084825,0.1969275,0.20611250000000003,1.0063900000000001,0.6256273525721455,20210804,Gulkana
POINT (-145.36653839572335 63.27787662068986),1,0.806575,0.8250000000000001,0.8241750000000001,0.8192250000000001,0.6873625000000001,0.19822,0.20691,1.0064175000000002,0.6122438000968314,20210804,Gulkana
POINT (-145.36890213160373 63.277526766639895),1,0.8677900000000001,0.8863525000000001,0.8826125000000001,0.8773875000000001,0.7340575,0.1993475,0.20737750000000002,1.0065825000000002,0.6315067100447337,20210804,Gulkana
POINT (-145.37157919942766 63.277557398068204),1,0.84755,0.8619875000000001,0.8539850000000001,0.8569275000000001,0.709335,0.19882500000000003,0.20691,1.00903,0.6222965207397346,20210804,Gulkana
POINT (-145.3732840943895 63.27800407974334),1,0.7948050000000001,0.8107275,0.8062725000000001,0.7954375,0.66803,0.198275,0.20655250000000003,1.01167,0.6052451476908758,20210804,Gulkana
POINT (-145.37322750752844 63.2790086104682),1,0.74855,0.7587250000000001,0.7520150000000001,0.7398875,0.6117375,0.19695500000000002,0.20509500000000003,1.00672,0.5849078474556625,20210804,Gulkana
POINT (-145.3717178803876 63.28004679757879),1,1.0192050000000001,1.038235,1.03939,1.040985,0.8741700000000001,0.200695,0.20927500000000002,1.0049325,0.6763205747993081,20210804,Gulkana
POINT (-145.36751066719128 63.27746056645001),1,0.8723825000000001,0.8906425000000001,0.8945475,0.8954275,0.7427475000000001,0.19948500000000002,0.20713,1.0059775000000002,0.6353216197873464,20210804,Gulkana
POINT (-145.36603608320613 63.2768908094521),1,0.8123225000000001,0.8313525,0.8381725000000001,0.8276675000000001,0.6947875000000001,0.1998425,0.20710250000000002,1.0084250000000001,0.6149525777565834,20210804,Gulkana
POINT (-145.37095757135876 63.27571584010115),1,0.9564500000000001,0.9774325,0.9816125000000001,0.9863425000000001,0.8275850000000001,0.2028675,0.20913750000000003,1.009635,0.6574572808320951,20210804,Gulkana
POINT (-145.37311900639685 63.276971887648514),1,0.8028350000000001,0.8145225,0.811525,0.80927,0.680185,0.1992925,0.207405,1.0218450000000001,0.6056805506434149,20210804,Gulkana
POINT (-145.37044057376744 63.276966398549874),1,0.8892950000000001,0.9005700000000001,0.8948775000000001,0.8954275,0.7417025,0.1996225,0.207515,1.008205,0.6352261306532664,20210804,Gulkana
POINT (-145.37171039552447 63.273729499938575),1,0.8226625000000001,0.8431775,0.8458725,0.8454600000000001,0.7079325000000001,0.20542500000000002,0.2085875,1.0132925000000002,0.6091972063093464,20210804,Gulkana
POINT (-145.37803948928322 63.274506607995214),1,1.0476675000000002,1.0788525,1.1053350000000002,1.1212300000000002,0.9427000000000001,0.21227250000000003,0.213125,1.0385650000000002,0.6777909961805773,20210804,Gulkana
POINT (-145.37714070192504 63.275578877101935),1,0.88836,0.9131650000000001,0.9225150000000001,0.9737475000000001,0.8281075000000001,0.20768000000000003,0.21125500000000003,1.0218725000000002,0.6324881989391212,20210804,Gulkana
POINT (-145.37653251623905 63.27645305683715),1,0.7807525000000001,0.7918350000000001,0.805915,0.8560200000000001,0.7383200000000001,0.210045,0.216425,1.0282250000000002,0.5865093113902122,20210804,Gulkana
POINT (-145.3821928740967 63.27520838572299),1,0.867075,0.8993325000000001,0.9272725,0.9813375000000001,0.8374025,0.21103500000000003,0.21169500000000002,1.0339725000000002,0.6292126688087358,20210804,Gulkana
POINT (-145.37468541194093 63.27351173590871),1,0.8131750000000001,0.8287125000000001,0.8201600000000001,0.8187300000000001,0.6903325,0.20792750000000002,0.20941250000000003,1.0154100000000001,0.5955062190718203,20210804,Gulkana
POINT (-145.37526805021852 63.27507920974396),1,0.8756825,0.8994425,0.9047775000000001,0.9151175,0.7735750000000001,0.206855,0.2111175,1.0187375,0.627835638126809,20210804,Gulkana
POINT (-145.3716145850276 63.27146268656558),1,0.9270250000000001,0.9588975000000001,1.01079,1.0321850000000001,0.8835200000000001,0.2145825,0.21472000000000002,1.0613350000000001,0.6497677236921834,20210804,Gulkana
POINT (-145.37254102951061 63.27585366301675),1,0.8703200000000001,0.8890750000000001,0.8875625,0.8878100000000001,0.7470375,0.20121750000000002,0.20790000000000003,1.0132100000000002,0.6303798747221661,20210804,Gulkana
POINT (-145.38986174880742 63.281063083740406),1,0.8690000000000001,0.8869300000000001,0.9125050000000001,0.93115,0.7838325,0.20644250000000003,0.20990750000000002,1.0431025,0.6310059229767259,20210804,Gulkana
POINT (-145.38656748853495 63.28065243572225),1,0.8199400000000001,0.8662225000000001,0.8635825,0.8806050000000001,0.7620525,0.20350000000000001,0.20952250000000003,1.0103225,0.6185861917892945,20210804,Gulkana
POINT (-145.3882326272131 63.27966098070573),1,0.6396225000000001,0.6512000000000001,0.6491100000000001,0.6493850000000001,0.551485,0.19890750000000001,0.2055625,1.0219275,0.5308882186983169,20210804,Gulkana
POINT (-145.38803001693253 63.280668993595896),1,0.7628775000000001,0.7877925000000001,0.8188125,0.8032750000000001,0.6947875000000001,0.2020975,0.20872500000000002,1.0168400000000002,0.6040836116797759,20210804,Gulkana
POINT (-145.3580122595528 63.288756835838775),1,0.7040275,0.7106275000000001,0.7067500000000001,0.6874450000000001,0.5650425,0.191785,0.20383,1.0039425000000002,0.5731162392116056,20210804,Gulkana
POINT (-145.36071240002855 63.289245358259755),1,0.7394475,0.74448,0.7540225,0.7241850000000001,0.5984825,0.189365,0.20385750000000002,1.0052625000000002,0.5985424865180003,20210804,Gulkana
POINT (-145.3607190675972 63.28818612401808),1,0.5311075000000001,0.4816075,0.5126825,0.46733500000000006,0.34069750000000004,0.18634,0.20050250000000003,1.0180225,0.46685550178999957,20210804,Gulkana
POINT (-145.35786414774978 63.287599515801396),1,0.68805,0.6777650000000001,0.694705,0.668525,0.5511275000000001,0.1932425,0.20391250000000002,1.0117800000000001,0.5647434110687851,20210804,Gulkana
POINT (-145.355323177819 63.28807578676468),1,0.8791200000000001,0.9032925,0.9172350000000001,0.9139625000000001,0.7689825000000001,0.20099750000000002,0.2083675,1.00804,0.6405085704448762,20210804,Gulkana
POINT (-145.3545707767015 63.287200388536476),1,0.7643900000000001,0.7772875,0.77275,0.7602925,0.6369825,0.19822,0.2058925,1.0050975000000002,0.5917072618103545,20210804,Gulkana
POINT (-145.3531016319924 63.2867019071124),1,0.7535000000000001,0.7607600000000001,0.7548750000000001,0.7435175,0.6193825000000001,0.19890750000000001,0.2052325,1.0043000000000002,0.5829080529365972,20210804,Gulkana
POINT (-145.35162141704265 63.287334822040854),1,0.932085,0.950235,1.0104600000000001,0.998855,0.8459550000000001,0.20627750000000003,0.21054000000000003,1.0076,0.6609334388066448,20210804,Gulkana
POINT (-145.3553314321781 63.285114620852376),1,0.9796050000000001,1.0013850000000002,1.0197825,1.0189300000000001,0.8514275000000001,0.20127250000000002,0.20966,1.0215150000000002,0.670330165307869,20210804,Gulkana
POINT (-145.35833681935452 63.28587154346948),1,0.9942900000000001,1.0125775000000001,1.0425525,1.059355,0.8901475000000001,0.19874250000000002,0.20889000000000002,1.0200850000000001,0.6797820018609597,20210804,Gulkana
POINT (-145.351599828028 63.28490296466712),1,0.7600175000000001,0.7455525000000001,0.7880950000000001,0.7258075,0.5820375000000001,0.197945,0.20460000000000003,1.0109825000000001,0.5985051316376617,20210804,Gulkana
POINT (-145.34882478825432 63.28479860186),1,0.75185,0.7648300000000001,0.751685,0.7307575000000001,0.5935875,0.19937500000000002,0.20465500000000003,1.0060325,0.5807309738607449,20210804,Gulkana
POINT (-145.3678297765948 63.292023491445576),1,0.6986925,0.729025,0.7256425000000001,0.7177225,0.5758225,0.18183000000000002,0.2026475,1.0038325000000001,0.5992605836540501,20210804,Gulkana
POINT (-145.36961341261184 63.29264579078173),1,0.8749125000000001,0.898425,0.9108275000000001,0.89914,0.74558,0.1880175,0.2056725,1.0046575,0.657790680214225,20210804,Gulkana
POINT (-145.3722647250958 63.2930613050486),1,0.7802850000000001,0.7960975000000001,0.7732725,0.7905700000000001,0.6363500000000001,0.19173,0.2055625,1.0118075000000002,0.6026331538001197,20210804,Gulkana
POINT (-145.3712167220651 63.29172519556935),1,0.8758475000000001,0.9000475000000001,0.8907800000000001,0.9036225000000001,0.73601,0.19690000000000002,0.207405,1.0148325,0.6379449838187702,20210804,Gulkana
POINT (-145.47717370076344 63.2815126703032),1,1.03191,1.0624900000000002,1.0858925000000001,1.1108900000000002,0.9385200000000001,0.20641500000000002,0.21067750000000002,1.0111475,0.6805481667482391,20210804,Gulkana
POINT (-145.4788882218758 63.2824123761857),1,1.0409300000000001,1.0758825,1.1085800000000001,1.1326150000000001,0.9647550000000001,0.209605,0.212905,1.0104600000000001,0.6819793883256143,20210804,Gulkana
POINT (-145.47748866832953 63.28482124346631),1,1.0468425000000001,1.080805,1.1048125000000002,1.1286825,0.9636000000000001,0.20748750000000002,0.21199750000000003,1.010405,0.6837803855825649,20210804,Gulkana
POINT (-145.48388138599418 63.28612335839276),1,1.0305900000000001,1.06095,1.0918325000000002,1.1148775000000002,0.9511975000000001,0.20966,0.21260250000000003,1.0101025000000001,0.6778160458089464,20210804,Gulkana
POINT (-145.48107967508864 63.28913430171119),1,1.0489875000000002,1.0828950000000002,1.10704,1.1230175,0.9580725000000001,0.2053425,0.21164000000000002,1.007325,0.6870691280933722,20210804,Gulkana
POINT (-145.46443559943225 63.28728125450518),1,1.1267575,1.1608025000000002,1.1903100000000002,1.2141525000000002,1.0269050000000002,0.20710250000000002,0.21199750000000003,1.0069400000000002,0.7035914592147988,20210804,Gulkana
POINT (-145.46669505828402 63.288980230286235),1,1.1346225,1.1703175000000001,1.1985325,1.2336500000000001,1.059025,0.2081475,0.2134,1.0062525,0.7040584923365656,20210804,Gulkana
POINT (-145.47029914371902 63.291178373520545),1,1.1509025000000002,1.1862125000000001,1.2188,1.24201,1.0637275000000002,0.20768000000000003,0.21337250000000002,1.0071050000000001,0.7088217149907464,20210804,Gulkana
POINT (-145.35502588173682 63.27141317054564),1,1.080805,1.1257675,1.1740300000000001,1.2036200000000001,1.044945,0.2171125,0.21697500000000003,1.0082875,0.6878644711091783,20210804,Gulkana
POINT (-145.35320740850727 63.27080797671493),1,0.9550475,0.986975,1.01343,1.03356,0.8822550000000001,0.21164000000000002,0.21224500000000002,1.0073525,0.654485049833887,20210804,Gulkana
POINT (-145.35012122041297 63.27077225504519),1,0.9399500000000001,0.9704475000000001,0.9951425,1.0123575,0.8595950000000001,0.210155,0.2113375,1.0083425000000001,0.651281115243332,20210804,Gulkana
POINT (-145.34783080215146 63.271941875200866),1,1.1000825,1.1514525000000002,1.2143725,1.2482250000000001,1.0681,0.21370250000000002,0.21433500000000003,1.0070225000000002,0.7007124975929134,20210804,Gulkana
POINT (-145.3491442915886 63.272736011096995),1,1.0277575,1.071785,1.133825,1.1582725,0.9730875000000001,0.21213500000000002,0.21373000000000003,1.0081775000000002,0.6847826086956522,20210804,Gulkana
POINT (-145.36149082056502 63.26959608239101),1,1.0155750000000001,1.0587775000000001,1.1131175000000002,1.1454025,0.9927500000000001,0.21656250000000002,0.21637,1.0362275,0.6742637326273991,20210804,Gulkana
POINT (-145.35950641629273 63.270825042152886),1,0.8798900000000001,0.9142100000000001,0.9556250000000001,0.9697875000000001,0.8305275000000001,0.21285,0.213015,1.0102950000000002,0.6356789832901859,20210804,Gulkana
POINT (-145.3585534645517 63.269117168033716),1,0.9864250000000001,1.0274825,1.080805,1.1110550000000001,0.9523525,0.21384000000000003,0.21397750000000001,1.0117525,0.6696546157440842,20210804,Gulkana
POINT (-145.3695543737724 63.266795577844476),1,0.9526825000000001,0.9942625,1.037795,1.071345,0.9362375000000001,0.218845,0.21796500000000002,1.025365,0.6516981792717087,20210804,Gulkana
POINT (-145.47493518792297 63.2779689487273),1,0.9295825000000001,0.9558175000000001,0.9791650000000001,1.0017150000000001,0.8481825000000001,0.2112825,0.21235500000000002,1.0138975000000001,0.6450368453879738,20210804,Gulkana
POINT (-145.47331841488028 63.2746719852776),1,0.9616475000000001,0.9969300000000001,1.0374100000000002,1.0819325000000002,0.9257600000000001,0.212905,0.21351000000000003,1.0187650000000001,0.6594378216689395,20210804,Gulkana
POINT (-145.47331837786732 63.27241386840263),1,0.9872775000000001,1.0362275,1.0965900000000002,1.1440275000000002,0.987855,0.21623250000000002,0.21540750000000003,1.0288575000000002,0.670583799409288,20210804,Gulkana
POINT (-145.47278997553994 63.27789220002938),1,0.9425075,0.9698425,0.99099,1.0143375000000001,0.8568725,0.2088625,0.21169500000000002,1.0126325,0.6518530402695332,20210804,Gulkana
POINT (-145.4781601076158 63.277949675448106),1,0.9149250000000001,0.9467975000000001,0.9824650000000001,1.0025950000000001,0.8525,0.21378500000000003,0.213125,1.02201,0.6425747126436782,20210804,Gulkana
POINT (-145.47468620014425 63.29624623369556),1,1.0683200000000002,1.0959025,1.1074525000000002,1.1182875,0.9421225000000001,0.2052875,0.21210750000000003,1.007765,0.687238143120496,20210804,Gulkana
POINT (-145.47870938831082 63.29698817562942),1,1.0173625000000002,1.0492350000000001,1.0730225,1.0833350000000002,0.9142925000000001,0.2086425,0.2119425,1.00837,0.6744196026262712,20210804,Gulkana
POINT (-145.48194422391919 63.294549507990986),1,1.0282525,1.0631225000000002,1.09846,1.1137775,0.9511425000000001,0.20770750000000002,0.2118325,1.0111475,0.6819588605596143,20210804,Gulkana
POINT (-145.47417721769602 63.29457408519776),1,1.0890275,1.1188925,1.1347600000000002,1.1451,0.9639025000000001,0.2058375,0.2113925,1.0115325000000002,0.692916777780057,20210804,Gulkana
POINT (-145.47913513376696 63.29344426681144),1,1.0756350000000001,1.1107250000000002,1.140975,1.1607475,0.9926400000000001,0.2080925,0.21271250000000003,1.0073525,0.6915017224860877,20210804,Gulkana
POINT (-145.47396959527612 63.291722341902705),1,1.1104775,1.1436425000000001,1.1653125000000002,1.183875,1.007765,0.20669,0.21224500000000002,1.0079850000000001,0.6987031729169589,20210804,Gulkana
POINT (-145.40028244764005 63.291344239992725),1,0.848485,0.8764525000000001,0.8989475000000001,0.9387125000000001,0.800745,0.2052875,0.20894500000000002,1.0056200000000002,0.6281815012203019,20210804,Gulkana
